ID,ItemLevel,Quality_0,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Quality_6
1,1,0.45447000861,0.95454597473,1.3198570013,2.23026990891,3.61783194542,3.61783194542,3.61783194542
2,2,0.54765599966,1.1502699852,1.59048402309,2.31046295166,3.8488099575,3.8488099575,3.8488099575
3,3,0.62839800119,1.3198570013,1.82497298717,2.58830904961,4.08013486862,4.08013486862,4.08013486862
4,4,0.75724697113,1.59048402309,2.00488305092,2.86376309395,4.30910491943,4.30910491943,4.30910491943
5,5,0.86888897419,1.82497298717,2.13542199135,3.13176989555,4.53867292404,4.53867292404,4.53867292404
6,6,0.95454597473,2.00488305092,2.20838499069,3.38484501839,4.77085781097,4.77085781097,4.77085781097
7,7,1.1502699852,2.13542199135,2.23026990891,3.61783194542,5.01230096817,5.01230096817,5.01230096817
8,8,1.3198570013,2.20838499069,2.31046295166,3.8488099575,5.26413917542,5.26413917542,5.26413917542
9,9,1.59048402309,2.23026990891,2.58830904961,4.08013486862,5.53032588959,5.53032588959,5.53032588959
10,10,1.82497298717,2.31046295166,2.86376309395,4.30910491943,5.81214380264,5.81214380264,5.81214380264
11,11,1.87906205654,2.58830904961,3.13176989555,4.53867292404,6.10864305496,6.10864305496,6.10864305496
12,12,2.03090691566,2.86376309395,3.38484501839,4.77085781097,6.4169011116,6.4169011116,6.4169011116
13,13,2.17069888115,3.13176989555,3.61783194542,5.01230096817,6.72762393951,6.72762393951,6.72762393951
14,14,2.30928611755,3.38484501839,3.8488099575,5.26413917542,7.03976678848,7.03976678848,7.03976678848
15,15,2.44808101654,3.61783194542,4.08013486862,5.53032588959,7.34760284424,7.34760284424,7.34760284424
16,16,2.58546304703,3.8488099575,4.30910491943,5.81214380264,7.6418671608,7.6418671608,7.6418671608
17,17,2.72320389748,4.08013486862,4.53867292404,6.10864305496,7.92338705063,7.92338705063,7.92338705063
18,18,2.86251497269,4.30910491943,4.77085781097,6.4169011116,8.19328975677,8.19328975677,8.19328975677
19,19,3.00738096237,4.53867292404,5.01230096817,6.72762393951,8.45272254944,8.45272254944,8.45272254944
20,20,3.15848302841,4.77085781097,5.26413917542,7.03976678848,8.70273208618,8.70273208618,8.70273208618
21,21,3.31819605827,5.01230096817,5.53032588959,7.34760284424,8.95384502411,8.95384502411,8.95384502411
22,22,3.48728609085,5.26413917542,5.81214380264,7.6418671608,9.23221302032,9.23221302032,9.23221302032
23,23,3.66518497467,5.53032588959,6.10864305496,7.92338705063,9.54614925385,9.54614925385,9.54614925385
24,24,3.85014009476,5.81214380264,6.4169011116,8.19328975677,9.89212608337,9.89212608337,9.89212608337
25,25,4.03657484055,6.10864305496,6.72762393951,8.45272254944,10.2807264328,10.2807264328,10.2807264328
26,26,4.22385978699,6.4169011116,7.03976678848,8.70273208618,10.7107219696,10.7107219696,10.7107219696
27,27,4.40856122971,6.72762393951,7.34760284424,8.95384502411,11.1497926712,11.1497926712,11.1497926712
28,28,4.58512020111,7.03976678848,7.6418671608,9.23221302032,11.60294818878,11.60294818878,11.60294818878
29,29,4.75403213501,7.34760284424,7.92338705063,9.54614925385,12.06948661804,12.06948661804,12.06948661804
30,30,4.91597414017,7.6418671608,8.19328975677,9.89212608337,12.54506587982,12.54506587982,12.54506587982
31,31,5.07163286209,7.92338705063,8.45272254944,10.2807264328,13.02797031403,13.02797031403,13.02797031403
32,32,5.22164011002,8.19328975677,8.70273208618,10.7107219696,13.48400115967,13.48400115967,13.48400115967
33,33,5.37230682373,8.45272254944,8.95384502411,11.1497926712,13.90152835846,13.90152835846,13.90152835846
34,34,5.5393280983,8.70273208618,9.23221302032,11.60294818878,14.28313159943,14.28313159943,14.28313159943
35,35,5.72768878937,8.95384502411,9.54614925385,12.06948661804,14.62731361389,14.62731361389,14.62731361389
36,36,5.93527603149,9.23221302032,9.89212608337,12.54506587982,14.93443393707,14.93443393707,14.93443393707
37,37,6.16843605042,9.54614925385,10.2807264328,13.02797031403,15.24096012115,15.24096012115,15.24096012115
38,38,6.4264330864,9.89212608337,10.7107219696,13.48400115967,15.54961776733,15.54961776733,15.54961776733
39,39,6.68987512589,10.2807264328,11.1497926712,13.90152835846,15.86289024353,15.86289024353,15.86289024353
40,40,6.961769104,10.7107219696,11.60294818878,14.28313159943,16.17258644104,16.17258644104,16.17258644104
41,41,7.24169206619,11.1497926712,12.06948661804,14.62731361389,16.47888565063,16.47888565063,16.47888565063
42,42,7.52703905106,11.60294818878,12.54506587982,14.93443393707,16.78816604614,16.78816604614,16.78816604614
43,43,7.81678199768,12.06948661804,13.02797031403,15.24096012115,17.09689712524,17.09689712524,17.09689712524
44,44,8.09039974213,12.54506587982,13.48400115967,15.54961776733,17.40368080139,17.40368080139,17.40368080139
45,45,8.34091663361,13.02797031403,13.90152835846,15.86289024353,17.71477890015,17.71477890015,17.71477890015
46,46,8.56987762451,13.48400115967,14.28313159943,16.17258644104,18.03014183044,18.03014183044,18.03014183044
47,47,8.77638816833,13.90152835846,14.62731361389,16.47888565063,18.34486198425,18.34486198425,18.34486198425
48,48,8.9606590271,14.28313159943,14.93443393707,16.78816604614,18.66216087341,18.66216087341,18.66216087341
49,49,9.14457607269,14.62731361389,15.24096012115,17.09689712524,18.97966194153,18.97966194153,18.97966194153
50,50,9.3297700882,14.93443393707,15.54961776733,17.40368080139,19.29411888123,19.29411888123,19.29411888123
51,51,9.51773262024,15.24096012115,15.86289024353,17.71477890015,19.60884094238,19.60884094238,19.60884094238
52,52,9.70355129242,15.54961776733,16.17258644104,18.03014183044,19.92472457886,19.92472457886,19.92472457886
53,53,9.88733196259,15.86289024353,16.47888565063,18.34486198425,20.24433898926,20.24433898926,20.24433898926
54,54,10.07289981842,16.17258644104,16.78816604614,18.66216087341,20.56847190857,20.56847190857,20.56847190857
55,55,10.25813865662,16.47888565063,17.09689712524,18.97966194153,20.90080070496,20.90080070496,20.90080070496
56,56,10.44220924377,16.78816604614,17.40368080139,19.29411888123,21.23623657227,21.23623657227,21.23623657227
57,57,10.62886714935,17.09689712524,17.71477890015,19.60884094238,21.57806777954,21.57806777954,21.57806777954
58,58,10.8180847168,17.40368080139,18.03014183044,19.92472457886,21.92386436462,21.92386436462,21.92386436462
59,59,11.00691699982,17.71477890015,18.34486198425,20.24433898926,22.2788734436,22.2788734436,22.2788734436
60,60,11.19729614258,18.03014183044,18.66216087341,20.56847190857,22.64336204529,22.64336204529,22.64336204529
61,61,11.38779735565,18.34486198425,18.97966194153,20.90080070496,23.02077293396,23.02077293396,23.02077293396
62,62,11.57647132874,18.66216087341,19.29411888123,21.23623657227,23.40628433228,23.40628433228,23.40628433228
63,63,11.76530456543,18.97966194153,19.60884094238,21.57806777954,23.8035774231,23.8035774231,23.8035774231
64,64,11.82668495178,19.11980628967,19.7111415863,21.92386436462,24.20631599426,24.20631599426,24.20631599426
65,65,11.88806438446,19.21903800964,19.81344032288,22.2788734436,24.61738395691,24.61738395691,24.61738395691
66,66,11.94944477081,19.31826972961,19.9157409668,22.64336204529,25.03925514221,25.03925514221,25.03925514221
67,67,12.01083946228,19.41752052307,20.01806259155,23.02077293396,25.47408676147,25.47408676147,25.47408676147
68,68,12.21197414398,19.74269104004,20.35329055786,23.40628433228,25.91927528381,25.91927528381,25.91927528381
69,69,12.419257164,20.07779884338,20.69876289368,23.8035774231,26.38035774231,26.38035774231,26.38035774231
