GeoBox_0,GeoBox_1,GeoBox_2,GeoBox_3,GeoBox_4,GeoBox_5,FileDataID,Flags,LodCount,ModelResourcesID
0,0,0,0,0,0,116902,0,0,18251
0,0,0,0,0,0,116903,0,0,18270
0,0,0,0,0,0,116904,0,0,18269
0,0,0,0,0,0,116905,0,0,18268
0,0,0,0,0,0,116906,0,0,18267
0,0,0,0,0,0,116907,0,0,18266
0,0,0,0,0,0,116908,0,0,18265
0,0,0,0,0,0,116909,0,0,18264
0,0,0,0,0,0,116910,0,0,18263
0,0,0,0,0,0,116911,0,0,18262
0,0,0,0,0,0,116912,0,0,18261
0,0,0,0,0,0,116913,0,0,18260
0,0,0,0,0,0,116914,0,0,18259
0,0,0,0,0,0,116915,0,0,18258
0,0,0,0,0,0,116916,0,0,18257
0,0,0,0,0,0,116917,0,0,18256
0,0,0,0,0,0,116918,0,0,18255
0,0,0,0,0,0,116919,0,0,18254
0,0,0,0,0,0,116920,0,0,18253
-0.6169885397,-0.42937099934,-0.01226783637,0.17445659637,0.31717661023,1.98678898811,116921,0,0,18252
-0.66622871161,-0.27215236425,0.10286697745,0.39529690146,1.40413534641,1.82908201218,117170,0,0,18250
-0.75576502085,-0.70494699478,-0.000734,0.33082100749,0.70494699478,2.14553999901,117400,0,0,18247
-1.37574315071,-0.82846152782,-0.00381321996,0.63896775246,0.82933872938,2.4799451828,117412,0,3,18246
-0.67519807816,-0.37955909967,0.06148520112,0.21965093911,0.48684245348,2.42952299118,117437,0,0,18245
-0.99405425787,-0.78405469656,0.00072995736,0.66214418411,0.7535597086,2.6608080864,117721,0,0,18272
-0.42215061188,-0.44120877981,-0.01144347806,0.25406330824,0.45264589787,1.59136259556,118135,0,0,18271
-0.67784976959,-0.62752115726,-0.01700455323,0.39467394352,0.65323197842,1.64503443241,118355,0,0,18239
-0.72522699833,-0.87444800138,-0.00694399979,0.67370301485,0.85335499048,2.35084795952,118652,0,0,18238
-0.73345375061,-0.87434870005,-0.00676846318,0.67647510767,0.85348945856,2.2943778038,118653,0,3,18241
0,0,0,0,0,0,118654,0,0,18236
0,0,0,0,0,0,118667,0,0,18240
-0.92971211672,-0.92271488905,-0.05180583149,0.85302889347,0.98712426424,2.79333615303,118798,0,3,18235
-0.52882838249,-0.32522943616,-0.0029595911,0.14006283879,0.32213187218,1.16182565689,119063,0,0,18244
-0.46024429798,-0.38236263394,-0.00532669574,0.2698969245,0.39828070998,1.31097912788,119159,0,0,18243
-0.61223453283,-0.51657515764,-0.00981335156,0.18176260591,0.53237468004,1.54378831387,119369,0,6,18249
-0.41811418533,-0.52074933052,-0.02147090249,0.41806960106,0.53868973255,1.37349462509,119376,0,6,18248
-0.53387051821,-0.38966584206,-0.00280382019,0.28685355186,0.38185226917,1.92498171329,119563,0,0,18242
-0.56197607517,-0.58175623417,-0.01299001556,0.38214409351,0.56579089165,2.01817369461,119940,0,0,18230
-1.84327566624,-0.94553482533,-0.02851978689,0.98427653313,1.02574408054,2.39973521233,120263,0,3,18232
-1.64832830429,-1.09072327614,-0.04523067176,0.7604380846,1.10793220997,2.7640850544,120294,0,3,18229
-0.45385754108,-0.40188157558,-0.01129111089,0.34966135025,0.4552243948,2.35871839523,120590,0,0,18234
-0.62374782562,-0.62089425325,-0.02003134415,0.30937162042,0.60681456327,2.51767706871,120791,0,0,18237
-0.70937001705,-0.57096797228,0.21694138646,0.05472724885,0.4927675426,1.93217217922,121087,0,0,18233
-0.74345231056,-0.63032495975,0.39217483997,0.63167279959,0.61945742369,2.04924225807,121287,0,0,18231
-0.3700582087,-0.45220434666,-0.05828031898,0.41752064228,0.392377913,2.05966711044,121608,0,0,18198
-0.65713614225,-0.58551764488,-0.01459052041,0.40151435137,0.48393541574,2.11592793465,121768,0,3,18203
-0.11749400198,-0.11709299684,0,0.11866299808,0.11906500161,0.14613699913,121941,0,0,18152
-0.64940053225,-0.57164484262,-0.02450382151,0.39752918482,0.48164445162,1.81516170502,121942,0,0,18151
-1.07333910465,-0.49463307858,0.28481185436,0.44673159719,0.50055748224,2.17094969749,121961,0,0,18150
-1.02202343941,-0.84790033102,0.2305508852,0.93976807594,0.78261882067,2.5428442955,122055,0,0,18228
-0.7410929203,-0.35909980536,0.37867465615,0.1762175411,0.32126781344,2.27166891098,122414,0,0,18205
-0.78105902672,-0.68220692873,-0.00975974277,1.05997276306,0.77565771341,2.62627196312,122560,0,3,18204
-1.33438932896,-1.15236747265,-0.01480012387,0.66788101196,1.14277791977,2.79615545273,122738,0,0,18202
-1.86686849594,-1.42091500759,0.01207697578,1.00496065617,1.44523382187,4.65979671478,122815,0,3,18201
-1.30160331726,-2.59769034386,0.0559425354,0.7926235795,2.53518819809,4.20482158661,122866,0,0,18200
-1.58321022987,-2.63877272606,-0.15647111833,1.29273247719,2.51249408722,4.20461320877,122870,0,0,18199
-1.39387500286,-1.64965796471,0.40455400944,1.04603898525,1.51128196716,2.74190306664,122877,0,0,18227
-1.07119905949,-0.94209301472,-0.00381399994,0.60005301237,0.80309200287,2.37308907509,122883,0,0,18226
-2.54101490974,-4.04135894775,0.03317900002,1.93445503712,4.03025722504,5.40432214737,122886,0,0,18225
-2.58234715462,-3.73865580559,0.01068989933,3.75674533844,3.58959555626,10.75178813934,122889,0,0,18224
-2.58234739304,-3.95399522781,0.01069007814,3.7663064003,3.8193602562,9.13568115234,122893,0,0,18223
-2.58234810829,-3.73865008354,0.01068899967,4.74415588379,3.58959794044,9.48563766479,122895,0,0,18222
-1.8368960619,-2.81259131432,-0.03268398345,2.67228078842,2.97718143463,6.28103685379,122899,0,0,18221
-1.64707696438,-3.09072804451,-0.03406900167,1.88838505745,2.65077209473,7.51122713089,122906,0,0,18220
-0.72851467133,-0.8992780447,-0.04800219834,0.97339892387,0.87078231573,2.46503973007,122910,0,0,18219
-0.72851365805,-0.93437409401,-0.04799924046,0.97339344025,0.87078565359,2.39591932297,122914,0,0,18218
-0.72851490974,-0.89927041531,-0.0480000712,0.9733966589,0.87078529596,2.46503782272,122924,0,0,18217
-0.85483431816,-1.73571872711,0.00232271757,1.86455190182,1.5360147953,3.04460549355,122952,0,0,18216
-1.42986905575,-1.37452602386,0.00356699992,0.8711810112,1.6936019659,3.13755488396,122953,0,0,18215
-1.57413804531,-2.8192191124,-0.0605430007,4.1420378685,3.20641589165,4.74186992645,122955,0,0,18214
-1.9397367239,-2.29198002815,-0.13340483606,2.09807467461,2.11703109741,4.12259149551,122957,0,3,18213
-1.58704197407,-3.40195202827,0.50455802679,2.25263094902,3.43544101715,4.46790122986,122961,0,0,18212
-0.63244646788,-0.56327718496,-0.01209454611,0.35191848874,0.56013995409,1.99467599392,122965,0,3,18211
-0.9139289856,-1.24582004547,-0.07683700323,1.61667299271,0.56663799286,2.1609210968,122968,0,0,18210
-0.70221042633,-0.71230614185,-0.03355823085,0.36817622185,0.73733115196,2.02293276787,122971,0,0,18209
-2.64370250702,-2.6612329483,2.93386912346,2.96893048286,2.66120767593,8.52599430084,122975,0,3,18208
