ID,ItemLevel,Quality_0,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Quality_6
1,1,0.16037303209,0.25793328881,0.26728838682,0.26728838682,0.26728838682,0.26728838682,0.26728838682
2,2,0.18710187078,0.30092218518,0.31183645129,0.31183645129,0.31183645129,0.31183645129,0.31183645129
3,3,0.21383070946,0.34391105175,0.35638451576,0.35638451576,0.35638451576,0.35638451576,0.35638451576
4,4,0.24055954814,0.38689994812,0.40093258023,0.40093258023,0.40093258023,0.40093258023,0.40093258023
5,5,0.26728838682,0.42988881469,0.4454806447,0.4454806447,0.4454806447,0.4454806447,0.4454806447
6,6,0.31414601207,0.50525146723,0.52357667685,0.52357667685,0.52357667685,0.52357667685,0.52357667685
7,7,0.36429521441,0.58590811491,0.60715866089,0.60715866089,0.60715866089,0.60715866089,0.60715866089
8,8,0.41770529747,0.67180937529,0.69617551565,0.69617551565,0.69617551565,0.69617551565,0.69617551565
9,9,0.47434958816,0.76291227341,0.79058265686,0.79058265686,0.79058265686,0.79058265686,0.79058265686
10,10,0.53736317158,0.8642591238,0.8956053257,0.8956053257,0.8956053257,0.8956053257,0.8956053257
11,11,0.60421103239,0.97177273035,1.00701832771,1.00701832771,1.00701832771,1.00701832771,1.00701832771
12,12,0.67489176989,1.08545088768,1.12481963634,1.12481963634,1.12481963634,1.12481963634,1.12481963634
13,13,0.74940443039,1.20529210567,1.24900734425,1.24900734425,1.24900734425,1.24900734425,1.24900734425
14,14,0.82774806023,1.33129477501,1.37958014011,1.37958014011,1.37958014011,1.37958014011,1.37958014011
15,15,0.90992194414,1.4634578228,1.51653659344,1.51653659344,1.51653659344,1.51653659344,1.51653659344
16,16,0.99378919601,1.59834432602,1.65631532669,1.65631532669,1.65631532669,1.65631532669,1.65631532669
17,17,1.07892751694,1.73527503014,1.79821252823,1.79821252823,1.79821252823,1.79821252823,1.79821252823
18,18,1.16492414474,1.87358629704,1.94154024124,1.94154024124,1.94154024124,1.94154024124,1.94154024124
19,19,1.25138092041,2.0126376152,2.08563494682,2.08563494682,2.08563494682,2.08563494682,2.08563494682
20,20,1.33791875839,2.15181922913,2.22986459732,2.22986459732,2.22986459732,2.22986459732,2.22986459732
21,21,1.36940467358,2.20245933533,2.28234124184,2.28234124184,2.28234124184,2.28234124184,2.28234124184
22,22,1.39799666405,2.24844455719,2.32999444008,2.32999444008,2.32999444008,2.32999444008,2.32999444008
23,23,1.43085289001,2.30128836632,2.38475489616,2.38475489616,2.38475489616,2.38475489616,2.38475489616
24,24,1.46114397049,2.35000658035,2.43524003029,2.43524003029,2.43524003029,2.43524003029,2.43524003029
25,25,1.48890674114,2.3946583271,2.48151111603,2.48151111603,2.48151111603,2.48151111603,2.48151111603
26,26,1.51419532299,2.43533086777,2.52365875244,2.52365875244,2.52365875244,2.52365875244,2.52365875244
27,27,1.54038357735,2.47745037079,2.56730604172,2.56730604172,2.56730604172,2.56730604172,2.56730604172
28,28,1.56750357151,2.52106809616,2.61250591278,2.61250591278,2.61250591278,2.61250591278,2.61250591278
29,29,1.59558832645,2.56623792648,2.65931391716,2.65931391716,2.65931391716,2.65931391716,2.65931391716
30,30,1.62467288971,2.6130156517,2.70778822899,2.70778822899,2.70778822899,2.70778822899,2.70778822899
31,31,1.65479362011,2.66145968437,2.75798940659,2.75798940659,2.75798940659,2.75798940659,2.75798940659
32,32,1.685988307,2.71163129807,2.80998063087,2.80998063087,2.80998063087,2.80998063087,2.80998063087
33,33,1.71829676628,2.76359391212,2.8638279438,2.8638279438,2.8638279438,2.8638279438,2.8638279438
34,34,1.73523449898,2.79083561897,2.89205765724,2.89205765724,2.89205765724,2.89205765724,2.89205765724
35,35,1.76126205921,2.83269643784,2.93543672562,2.93543672562,2.93543672562,2.93543672562,2.93543672562
36,36,1.78826713562,2.87612962723,2.98044514656,2.98044514656,2.98044514656,2.98044514656,2.98044514656
37,37,1.81628239155,2.92118740082,3.02713727951,3.02713727951,3.02713727951,3.02713727951,3.02713727951
38,38,1.84534192085,2.9679248333,3.07556986809,3.07556986809,3.07556986809,3.07556986809,3.07556986809
39,39,1.87548148632,3.01639938354,3.12580251694,3.12580251694,3.12580251694,3.12580251694,3.12580251694
40,40,1.90673840046,3.06667113304,3.17789745331,3.17789745331,3.17789745331,3.17789745331,3.17789745331
41,41,1.93915200233,3.11880278587,3.23192000389,3.23192000389,3.23192000389,3.23192000389,3.23192000389
42,42,1.9727628231,3.17286038399,3.28793811798,3.28793811798,3.28793811798,3.28793811798,3.28793811798
43,43,2.00761389732,3.22891235352,3.34602332115,3.34602332115,3.34602332115,3.34602332115,3.34602332115
44,44,2.04374980927,3.28703117371,3.40624976158,3.40624976158,3.40624976158,3.40624976158,3.40624976158
45,45,2.08121752739,3.34729146957,3.46869587898,3.46869587898,3.46869587898,3.46869587898,3.46869587898
46,46,2.12006568909,3.40977239609,3.53344297409,3.53344297409,3.53344297409,3.53344297409,3.53344297409
47,47,2.16034579277,3.47455620766,3.60057640076,3.60057640076,3.60057640076,3.60057640076,3.60057640076
48,48,2.20211148262,3.54172921181,3.67018556595,3.67018556595,3.67018556595,3.67018556595,3.67018556595
49,49,2.24541831017,3.61138129234,3.74236392975,3.74236392975,3.74236392975,3.74236392975,3.74236392975
50,50,2.29032564163,3.68360686302,3.81720924377,3.81720924377,3.81720924377,3.81720924377,3.81720924377
51,51,2.33689427376,3.75850486755,3.8948237896,3.8948237896,3.8948237896,3.8948237896,3.8948237896
52,52,2.38518881798,3.83617854118,3.97531461716,3.97531461716,3.97531461716,3.97531461716,3.97531461716
53,53,2.43527650833,3.91673636436,4.05879402161,4.05879402161,4.05879402161,4.05879402161,4.05879402161
54,54,2.4872276783,4.0002913475,4.1453795433,4.1453795433,4.1453795433,4.1453795433,4.1453795433
55,55,2.54111623764,4.08696222305,4.2351937294,4.2351937294,4.2351937294,4.2351937294,4.2351937294
56,56,2.59701943398,4.17687273026,4.32836580276,4.32836580276,4.32836580276,4.32836580276,4.32836580276
57,57,2.6550180912,4.27015399933,4.42503023148,4.42503023148,4.42503023148,4.42503023148,4.42503023148
58,58,2.71519708633,4.36694192886,4.52532863617,4.52532863617,4.52532863617,4.52532863617,4.52532863617
59,59,2.77764511108,4.46737909317,4.62940883636,4.62940883636,4.62940883636,4.62940883636,4.62940883636
60,60,2.84245538712,4.57161569595,4.73742580414,4.73742580414,4.73742580414,4.73742580414,4.73742580414
61,61,2.90972518921,4.6798081398,4.84954214096,4.84954214096,4.84954214096,4.84954214096,4.84954214096
62,62,2.97955703735,4.79212093353,4.96592855453,4.96592855453,4.96592855453,4.96592855453,4.96592855453
63,63,3.05205798149,4.9087266922,5.08676338196,5.08676338196,5.08676338196,5.08676338196,5.08676338196
64,64,3.12734055519,5.02980613708,5.21223402023,5.21223402023,5.21223402023,5.21223402023,5.21223402023
65,65,3.20552229881,5.15554857254,5.34253740311,5.34253740311,5.34253740311,5.34253740311,5.34253740311
66,66,3.28155469894,5.2778339386,5.46925783157,5.46925783157,5.46925783157,5.46925783157,5.46925783157
67,67,3.35509538651,5.39611196518,5.59182548523,5.59182548523,5.59182548523,5.59182548523,5.59182548523
68,68,3.42579674721,5.5098233223,5.70966100693,5.70966100693,5.70966100693,5.70966100693,5.70966100693
69,69,3.49330878258,5.61840486526,5.82218122482,5.82218122482,5.82218122482,5.82218122482,5.82218122482
70,70,3.55728077888,5.7212934494,5.92880153656,5.92880153656,5.92880153656,5.92880153656,5.92880153656
71,71,3.61736488342,5.81792831421,6.02894115448,6.02894115448,6.02894115448,6.02894115448,6.02894115448
72,72,3.67321705818,5.90775728226,6.12202835083,6.12202835083,6.12202835083,6.12202835083,6.12202835083
73,73,3.72450184822,5.99024009705,6.20750284195,6.20750284195,6.20750284195,6.20750284195,6.20750284195
74,74,3.77089333534,6.06485319138,6.28482198715,6.28482198715,6.28482198715,6.28482198715,6.28482198715
75,75,3.81207942963,6.13109445572,6.3534655571,6.3534655571,6.3534655571,6.3534655571,6.3534655571
76,76,3.84776425362,6.18848752975,6.41294050217,6.41294050217,6.41294050217,6.41294050217,6.41294050217
77,77,3.88378334045,6.24641799927,6.4729719162,6.4729719162,6.4729719162,6.4729719162,6.4729719162
78,78,3.92013931274,6.30489063263,6.53356552124,6.53356552124,6.53356552124,6.53356552124,6.53356552124
79,79,3.95683574677,6.36391067505,6.59472608566,6.59472608566,6.59472608566,6.59472608566,6.59472608566
80,80,3.99387574196,6.42348337173,6.65645980835,6.65645980835,6.65645980835,6.65645980835,6.65645980835
81,81,4.03126239777,6.4836139679,6.718770504,6.718770504,6.718770504,6.718770504,6.718770504
82,82,4.06899929047,6.54430675507,6.78166532516,6.78166532516,6.78166532516,6.78166532516,6.78166532516
83,83,4.10708904266,6.60556840897,6.84514856339,6.84514856339,6.84514856339,6.84514856339,6.84514856339
84,84,4.14553546906,6.66740274429,6.9092259407,6.9092259407,6.9092259407,6.9092259407,6.9092259407
85,85,4.1843419075,6.72981643677,6.97390317917,6.97390317917,6.97390317917,6.97390317917,6.97390317917
86,86,4.22351169586,6.79281425476,7.03918600082,7.03918600082,7.03918600082,7.03918600082,7.03918600082
87,87,4.26304769516,6.85640192032,7.10507965088,7.10507965088,7.10507965088,7.10507965088,7.10507965088
88,88,4.30295419693,6.92058467865,7.17159032822,7.17159032822,7.17159032822,7.17159032822,7.17159032822
89,89,4.34323406219,6.9853682518,7.23872375488,7.23872375488,7.23872375488,7.23872375488,7.23872375488
90,90,4.38389110565,7.05075836182,7.30648565292,7.30648565292,7.30648565292,7.30648565292,7.30648565292
91,91,4.424929142,7.11676073074,7.37488174438,7.37488174438,7.37488174438,7.37488174438,7.37488174438
92,92,4.46635055542,7.18338060379,7.44391775131,7.44391775131,7.44391775131,7.44391775131,7.44391775131
93,93,4.50816011429,7.25062417984,7.51360034943,7.51360034943,7.51360034943,7.51360034943,7.51360034943
94,94,4.55036115646,7.31849765778,7.58393526077,7.58393526077,7.58393526077,7.58393526077,7.58393526077
95,95,4.59295701981,7.38700580597,7.65492868423,7.65492868423,7.65492868423,7.65492868423,7.65492868423
96,96,4.63595199585,7.45615577698,7.72658634186,7.72658634186,7.72658634186,7.72658634186,7.72658634186
97,97,4.67934894562,7.52595281601,7.79891490936,7.79891490936,7.79891490936,7.79891490936,7.79891490936
98,98,4.72315216064,7.59640359879,7.87192058563,7.87192058563,7.87192058563,7.87192058563,7.87192058563
99,99,4.76736593246,7.66751337051,7.94560956955,7.94560956955,7.94560956955,7.94560956955,7.94560956955
100,100,4.8119931221,7.73928880692,8.01998901367,8.01998901367,8.01998901367,8.01998901367,8.01998901367
101,101,4.85703849792,7.81173658371,8.09506416321,8.09506416321,8.09506416321,8.09506416321,8.09506416321
102,102,4.90250492096,7.88486242294,8.17084217072,8.17084217072,8.17084217072,8.17084217072,8.17084217072
103,103,4.94839763641,7.9586725235,8.24732875824,8.24732875824,8.24732875824,8.24732875824,8.24732875824
104,104,4.99471950531,8.0331735611,8.32453250885,8.32453250885,8.32453250885,8.32453250885,8.32453250885
105,105,5.04147481918,8.10837268829,8.40245819092,8.40245819092,8.40245819092,8.40245819092,8.40245819092
106,106,5.08866834641,8.18427467346,8.48111343384,8.48111343384,8.48111343384,8.48111343384,8.48111343384
107,107,5.13630342484,8.26088809967,8.560505867,8.560505867,8.560505867,8.560505867,8.560505867
108,108,5.18438434601,8.33821773529,8.64064025879,8.64064025879,8.64064025879,8.64064025879,8.64064025879
109,109,5.23291540146,8.41627216339,8.72152519226,8.72152519226,8.72152519226,8.72152519226,8.72152519226
110,110,5.28190088272,8.49505710602,8.80316734314,8.80316734314,8.80316734314,8.80316734314,8.80316734314
111,111,5.33134460449,8.57457923889,8.88557434082,8.88557434082,8.88557434082,8.88557434082,8.88557434082
112,112,5.38125133514,8.65484619141,8.96875190735,8.96875190735,8.96875190735,8.96875190735,8.96875190735
