ID,Pos_0,Pos_1,Pos_2,Rot_0,Rot_1,Rot_2
21590,2269.875,897.45599365234,480.15600585938,0,0,80
21591,2307.0380859375,936.11102294922,481.23400878906,0,0,195
21592,2302.2690429688,948.93701171875,481.25299072266,0,0,11
21595,2302.2690429688,948.93701171875,481.25299072266,0,0,211
21616,2295.0500488281,964.53100585938,483.92001342773,0,0,0
21617,2304.6499023438,937.65802001953,483.91299438477,0,0,0
21618,2308.919921875,906.93402099609,491.89199829102,0,0,0
21619,2313.7399902344,905.32598876953,503.25,0,0,0
21620,2268.9299316406,889.86499023438,499.96099853516,0,0,0
21621,2322.1799316406,902.42901611328,482.89498901367,0,0,0
21622,2305.580078125,928.97100830078,481.15200805664,0,0,0
21623,2242.2900390625,934.29901123047,481.14599609375,0,0,0
21624,2245.9699707031,915.74499511719,481.14700317383,0,0,0
21625,2278.6599121094,901.37298583984,490.06500244141,0,0,0
21626,2319.6599121094,937.67401123047,483.92001342773,0,0,0
21627,2316.1000976562,928.03997802734,481.75698852539,0,0,0
21628,2268.3100585938,895,481.30599975586,0,0,0
21629,2300.669921875,947.89202880859,481.20098876953,0,0,0
21630,2264.5600585938,954.7919921875,481.16299438477,0,0,0
21631,2236.6101074219,915.13702392578,481.72100830078,0,0,64.49044799805
21632,2250.8100585938,942.75299072266,485.23098754883,0,0,0
21633,2241.6298828125,902.19299316406,489.04800415039,0,0,0
21634,2316.0100097656,915.21502685547,481.61499023438,0,0,0
21635,2262.7900390625,913.82501220703,481.14999389648,0,0,0
21636,2306.919921875,900.44299316406,481.48098754883,0,0,0
21637,2298.1000976562,941.11102294922,81.45899963379,0,0,0
21638,2308.1398925781,962.45098876953,485.35000610352,0,0,0
21640,2280.0400390625,981.48901367188,482.94100952148,0,0,266.83999633789
21641,2290.390625,944.07293701172,482.27670288086,0,0,272.70379638672
21643,2293.1701660156,950.125,482.06234741211,0,0,205.68103027344
21644,2276.5502929688,970.39239501953,482.61465454102,0,0,101.25
21645,2286.4306640625,977.09552001953,483.51284790039,0,0,276.06500244141
21646,2298.7604980469,922.01043701172,481.90701293945,0,0,324.39434814453
21647,2301.4392089844,926.88543701172,481.87344360352,0,0,57.61660766602
21648,2270.0295410156,950.734375,482.08462524414,0,0,24.7839050293
21649,2272.7395019531,989.46179199219,484.31625366211,0,0,303.41598510742
21650,2294.5607910156,906.77777099609,481.59674072266,0,0,346.291015625
21651,2286.1198730469,903.89929199219,481.50137329102,0,0,204.09100341797
21653,2278.3601074219,992.57501220703,484.58700561523,0,0,300.84298706055
21654,2294.8898925781,972.16802978516,484.03799438477,0,0,262.36898803711
21655,2295.669921875,968.11499023438,484.1960144043,0,0,257.86898803711
21657,2269.890625,986.99133300781,484.06341552734,0,0,320.38400268555
21658,2279.6494140625,959.75,482.14025878906,0,0,287.30899047852
21659,2269.5,922.86804199219,482.18057250977,0,0,273.58401489258
21660,2268.359375,914.46704101563,481.82373046875,0,0,210.583984375
21661,2224.3298339844,972.75866699219,490.1803894043,0,0,276.76699829102
21662,2246.3801269531,937.08160400391,481.9440612793,0,0,302.19100952148
21663,2256.2204589844,910.61285400391,481.97601318359,0,0,327.39099121094
21664,2254.1008300781,944.31945800781,481.60986328125,0,0,104.86699676514
21665,2256.4201660156,939.43579101563,481.99258422852,0,0,126.01699829102
21666,2298.6999511719,950.2080078125,481.15301513672,0,0,126.69100189209
21667,2305.2600097656,935.64599609375,481.21701049805,0,0,2.49143004417
21668,2267.4299316406,910.64697265625,481.25299072266,0,0,199.36599731445
21669,2279.8100585938,904.86499023438,482.64898681641,0,0,61.44100189209
21670,2304.8701171875,952.17602539063,481.15301513672,0,0,37.36500167847
21671,2276.1101074219,901.96002197266,492.63598632813,0,0,237.16600036621
21672,2267.4113769531,974.43927001953,494.06564331055,0,0,210.0251159668
21673,2235.421875,955.95141601563,492.4143371582,0,0,230.32421875
21674,2267.28125,939.03472900391,485.71478271484,0,0,32.13248443604
21675,2282.0520019531,937.27081298828,493.72473144531,0,0,321.03607177734
21677,2287.6494140625,982.3125,483.85220336914,0,0,70
21678,2284.0903320312,957.01043701172,481.90859985352,0,0,248.19299316406
21679,2271.4497070312,940.75,481.7760925293,0,0,300
21681,2284.0207519531,917.72741699219,482.32455444336,0,0,345
21687,2231.7917480469,931.49829101563,492.6584777832,0,0,297.55429077148
21688,3604.1293945312,1561.8194580078,757.96301269531,0,0,87.71883392334
21689,3604.4853515625,1570.7552490234,757.96301269531,0,0,87.32972717285
21690,3608.0910644531,1588.0504150391,748.91345214844,0,0,86.55828857422
21691,3606.0964355469,1597.5434570312,743.56182861328,0,0,84.8455657959
21692,3607.6970214844,1613.5225830078,742.66571044922,0,0,81.15182495117
21693,3611.265625,1630.8559570312,742.48101806641,0,0,54.32842636108
21694,3628.5424804688,1642.5625,742.66571044922,0,0,33.805809021
21695,3643.9504394531,1652.7413330078,742.66571044922,0,0,0
21697,3601.4816894531,1571.7622070312,757.96295166016,0,0,87.32971191406
21698,3601.4123535156,1588.5191650391,749.01379394531,0,0,86.55828857422
21699,3602.4799804688,1601.1285400391,742.97302246094,0,0,84.84558105469
21700,3604.4565429688,1617.7691650391,742.66571044922,0,0,81.15182495117
21701,3609.0869140625,1635.0242919922,742.66571044922,0,0,54.32843017578
21702,3622.8291015625,1650.9340820312,742.48101806641,0,0,33.80581665039
21703,3643.9072265625,1658.71875,742.66571044922,0,0,0
21705,2291.1823730469,919.70489501953,487.78515625,0,0,297.46441650391
21706,2254.2727050781,919.82293701172,488.04791259766,0,0,11.9890499115
21707,3602.3090820312,1562.15625,757.96301269531,0,0,87.71884155273
21708,3603.2751464844,1571.7153320312,757.96295166016,0,0,87.32971191406
21709,3604.2629394531,1587.2482910156,749.58709716797,0,0,86.55828857422
21710,3603.7465820312,1601.7100830078,742.97302246094,0,0,84.84558105469
21711,3605.6494140625,1617.4947509766,742.66571044922,0,0,81.15182495117
21712,3612.0695800781,1633.8350830078,742.48101806641,0,0,54.32843017578
21713,3629.6171875,1643.2569580078,742.66571044922,0,0,33.80581665039
21714,3644.5998535156,1646.9617919922,742.66571044922,0,0,0
21715,3599.3854980469,1562.9617919922,757.96301269531,0,0,87.71884155273
21716,3599.9184570312,1573.921875,757.49597167969,0,0,87.32971191406
21717,3600.7829589844,1587.4132080078,749.68499755859,0,0,86.55828857422
21718,3602.0798339844,1604.2535400391,742.97302246094,0,0,84.84558105469
21719,3604.4348144531,1621.4982910156,742.66571044922,0,0,81.15182495117
21720,3610.6086425781,1636.078125,742.48101806641,0,0,54.32843017578
21721,3624.7744140625,1649.859375,742.66571044922,0,0,33.80581665039
21722,3637.6110839844,1657.9097900391,742.66571044922,0,0,0
21749,3600.703125,1564.4478759766,757.96301269531,0,0,87.71884155273
21750,3601.9279785156,1575.1076660156,756.70233154297,0,0,87.32971191406
21751,3603.2204589844,1586.2170410156,750.23822021484,0,0,86.55828857422
21752,3603.3603515625,1603.3264160156,742.97302246094,0,0,84.84558105469
21753,3606.7438964844,1628.3872070312,742.66571044922,0,0,81.15182495117
21754,3613.1779785156,1649.9114990234,742.66571044922,0,0,54.32843017578
21755,3620.9211425781,1667.9461669922,742.97302246094,0,0,33.80581665039
21756,3630.3950195312,1685.2465820312,742.97302246094,0,0,0
21757,3598.2404785156,1564.7725830078,757.96301269531,0,0,87.71884155273
21758,3599.1806640625,1575.3489990234,756.71569824219,0,0,87.32971191406
21759,3599.5842285156,1590.5764160156,747.93127441406,0,0,86.55828857422
21760,3601.9279785156,1607.7482910156,742.97302246094,0,0,84.84558105469
21761,3603.7883300781,1633.5242919922,742.66571044922,0,0,81.15182495117
21762,3599.9721679688,1654.1336669922,742.66571044922,0,0,54.32843017578
21763,3600.6623535156,1673.4965820312,744.03619384766,0,0,33.80581665039
21764,3596.2316894531,1692.2778320312,742.97302246094,0,0,0
21765,3595.7482910156,1565.1458740234,757.96301269531,0,0,87.71884155273
21766,3595.7517089844,1575.6927490234,756.70782470703,0,0,87.32971191406
21767,3597.4982910156,1591.9010009766,747.28466796875,0,0,86.55828857422
21768,3601.4626464844,1605.4357910156,742.97302246094,0,0,84.84558105469
21769,3601.1320800781,1630.1910400391,742.66571044922,0,0,81.15182495117
21770,3594.6528320312,1653.0764160156,742.48101806641,0,0,54.32843017578
21771,3586.0217285156,1668.9774169922,742.66571044922,0,0,33.80581665039
21772,3573.8098144531,1682.9774169922,742.66571044922,0,0,0
21773,3593.0417480469,1567.1735839844,757.96295166016,0,0,87.71884155273
21774,3599.0166015625,1578.6146240234,754.845703125,0,0,87.32971191406
21775,3598.8229980469,1591.9514160156,747.18231201172,0,0,86.55828857422
21776,3599.3957519531,1604.3853759766,742.97302246094,0,0,84.84558105469
21777,3602.0400390625,1629.6684570312,742.66571044922,0,0,81.15182495117
21778,3588.0825195312,1648.8055419922,742.48101806641,0,0,54.32843017578
21779,3574.2666015625,1663.0694580078,742.66571044922,0,0,33.80581665039
21781,3597.3828125,1566.9913330078,757.96295166016,0,0,87.71884155273
21782,3601.4826660156,1579.9497070312,753.94085693359,0,0,87.32971191406
21783,3602.0651855469,1593.5399169922,746.08862304688,0,0,86.55828857422
21784,3602.2934570312,1617.1285400391,742.66571044922,0,0,84.84558105469
21785,3601.1127929688,1639.3507080078,742.66571044922,0,0,81.15182495117
21786,3587.8454589844,1655.8629150391,742.66571044922,0,0,54.32843017578
21787,3574.4479980469,1671.7742919922,742.66571044922,0,0,33.80581665039
21972,3444.2299804688,-278.36285400391,284.75201416016,0,0,19.41723632813
21973,3450.2985839844,-203.03472900391,277.19500732422,0,0,300.24057006836
21974,3400.640625,-216.94444274902,269.41400146484,0,0,277.43420410156
21975,3369.6015625,-405.63888549805,233.99934387207,0,0,0
21976,3432.4011230469,-366.49478149414,262.63882446289,0,0,0
21977,3455.6276855469,-351.21701049805,274.11294555664,0,0,0
21978,3470.2404785156,-340.39584350586,282.89443969727,0,0,0
21979,3451.2700195312,-244.11285400391,290.74087524414,0,0,0
21980,3440.7265625,-251.24653625488,283.48693847656,0,0,358.15002441406
21981,3432.453125,-261.09548950195,275.51904296875,0,0,0
21982,3426.1745605469,-268.703125,266.73016357422,0,0,356.78564453125
21983,3377.4079589844,-269.26214599609,276.68099975586,0,0,10.50018310547
21984,3890.3845214844,-764.546875,232.3455657959,0,0,152.27117919922
21985,3739.2058105469,-788.94445800781,236.1138458252,0,0,135.0732421875
21986,3650.421875,-773.23785400391,227.37353515625,0,0,340.55834960938
21987,3547.2717285156,-697.921875,244.71250915527,0,0,10.20867919922
21988,3505.4201660156,-660.10418701172,232.6123046875,0,0,139.61367797852
21989,3573.2023925781,-682.09204101563,98.96058654785,0,0,146.65686035156
22046,3494.2805175781,-239.78645324707,276.68099975586,0,0,30.01239013672
22081,3379.2204589844,-325.796875,257.81997680664,0,0,206.91589355469
