UiMin_0,UiMin_1,UiMax_0,UiMax_1,ID,ParentUiMapID,OrderIndex,ChildUiMapID,PlayerConditionID,OverrideHighlightFdID,OverrideHighlightAtlasID,Flags
0.37999999523,0.34999999404,0.52152001858,0.58876800537,1,947,0,948,0,0,0,0
0.304399997,0.20960000157,0.432099998,0.33730000257,2,948,0,276,0,0,0,0
0.44910180569,0.19461077452,0.60878241062,0.35429140925,3,948,1,207,0,0,0,0
0.18552899361,0.56886202097,0.54480999708,0.92814397812,4,948,2,194,0,0,0,0
0.02485029958,0.3982039988,0.27435100079,0.64770501852,5,948,3,174,0,0,0,0
0.34799998999,0.25,0.68000000715,0.74500000477,6,946,0,947,0,0,0,0
0.03999999911,0.56499999762,0.34499999881,0.92000001669,7,946,1,101,0,0,0,0
0.68500000238,0.40999999642,0.98199999332,0.78500002623,8,946,2,572,0,0,0,0
0.5309381485,0.52844309807,0.77445107698,0.80838322639,9,905,0,830,0,0,0,0
0.51397198439,0.11227499694,0.7295410037,0.42814400792,10,905,1,882,0,0,0,0
0.20459100604,0.34580799937,0.44411200285,0.69161701202,11,905,2,885,0,0,0,0
0.69860297441,0,1,0.41616800427,12,619,0,905,0,0,0,0
0.73299998045,0,1,0.30000001192,115,875,0,1355,0,3028652,0,0
0.73299998045,0,1,0.30000001192,116,876,0,1355,0,3028652,0,0
0.00300000003,0.36899998784,0.22900000215,0.62599998713,117,1355,0,875,0,3033477,0,0
0.65499997139,0.63999998569,0.88200002909,0.89999997616,118,1355,1,876,0,3033476,0,0
0.25499999523,0.37000000477,0.34700000286,0.50999999046,120,1525,0,1699,0,0,0,1
0.41499999166,0.37999999523,0.51999998093,0.60500001907,121,1550,0,1670,0,3847775,0,1
0.42100000381,0.47699999809,0.49200001359,0.56999999285,122,1565,0,1701,0,0,0,1
0.61000001431,0.10499999672,0.7120000124,0.24799999595,123,1533,0,1707,0,0,0,1
0.42100000381,0.47699999809,0.49200001359,0.56999999285,126,1739,0,1701,0,0,0,0
0.01499999966,0.07500000298,0.34799998999,0.41999998689,127,946,3,1550,0,0,0,0
0.61000001431,0.10499999672,0.7120000124,0.24799999595,128,1813,0,1707,0,0,0,0
0.0700000003,0.01999999955,0.37999999523,0.30000001192,129,1550,1,1543,0,3847734,0,1
0.0700000003,0.01999999955,0.37999999523,0.30000001192,133,1550,2,1960,0,3847734,0,1
0,0,0.75,0.18000000715,136,1961,0,1543,0,0,0,0
0.75999999046,0.67000001669,0.95999997854,0.95999997854,138,1550,3,1970,0,4278492,0,1
0.33000001311,0.5,0.44999998808,0.68999999762,139,2025,0,2112,0,0,0,1
0.63999998569,0.75999999046,0.69499999285,0.87999999523,140,2025,1,2085,101044,0,0,0
0.33000001311,0.5,0.44999998808,0.68999999762,141,2130,0,2112,0,0,0,0
0.63999998569,0.75999999046,0.69499999285,0.87999999523,142,2130,1,2085,0,0,0,0
0.79129999876,0.69459998608,1,1,143,1978,0,2133,0,5105768,0,0
0.79129999876,0.69459998608,1,1,144,2133,0,1978,0,5105766,0,0
0.79129999876,0.69459998608,1,1,145,2175,0,2057,0,5105766,0,2
0.79129999876,0.69459998608,1,1,146,2057,0,2175,0,5105768,0,2
0.33000001311,0.5,0.44999998808,0.68999999762,147,2199,0,2112,0,0,0,1
0.63999998569,0.75999999046,0.69499999285,0.87999999523,148,2199,1,2085,101044,0,0,0
0.40700000525,0.27500000596,0.61100000143,0.56999999285,157,2198,0,2190,0,5222546,0,0
0.25400000811,0.10100000352,0.35699999332,0.26800000668,158,2198,1,2191,0,5222547,0,0
0.61000001431,0,0.72500002384,0.13199999928,159,2198,2,2192,0,5222548,0,0
0.46799999475,0,0.56000000238,0.14200000465,160,2198,3,2193,0,5222549,0,0
0.71700000763,0.49900001287,0.92900002003,0.86900001764,161,2198,4,2194,0,5222550,0,0
0.2879999876,0.57700002193,0.60000002384,0.7990000248,162,2198,5,2195,0,5222551,0,0
0.77300000191,0.13099999726,0.91600000858,0.35199999809,163,2198,6,2196,0,5222552,0,0
0.06400000304,0.27399998903,0.26499998569,0.68000000715,164,2198,7,2197,0,5222553,0,0
0.18999999762,0.13500000536,0.33799999952,0.45500001311,165,127,0,125,0,0,0,0
0.28099998832,0.51499998569,0.33899998665,0.60399997234,167,1978,1,2200,0,5454235,0,2
0.14200000465,0.43599998951,0.21999999881,0.55000001192,168,2023,0,2200,115804,5454235,0,0
0.04509999976,0.04789999872,0.31099998951,0.43900001049,170,2248,0,2369,131687,6227054,0,0
0.67000001669,0.5720000267,0.93699997663,0.9129999876,171,2274,0,2346,0,6400070,0,0
0.09799999744,0.0700000003,0.25499999523,0.31900000572,172,2274,1,2371,0,7139665,0,0
0.5,0,0.69999998808,0.25,173,13,0,2537,145693,0,0,1
0.41999998689,0.10000000149,0.63999998569,0.37999999523,174,2537,0,2405,0,0,0,0
0.72000002861,0.03500000015,0.92000001669,0.30000001192,175,2537,1,2413,0,0,0,0
