OffsetPos_0,OffsetPos_1,OffsetPos_2,OffsetRot_0,OffsetRot_1,OffsetRot_2,ID,ComponentType,ExteriorComponentID
9.28050041199,3.46939992905,-0.5611000061,0,0,0,2503,11,141
-9.45559978485,-3.50839996338,-0.5611000061,0,0,180,2504,11,141
9.28050041199,-3.45549988747,-0.5611000061,0,0,0,2505,11,141
0.07779999822,10.88889980316,-0.5611000061,0,0,-90,2506,11,141
0.07779999822,-10.99450016022,-0.5611000061,0,0,90,2507,11,141
-9.45559978485,3.46939992905,-0.5611000061,0,0,180,2508,11,141
5.38049983978,3.46939992905,4.16389989853,0,0,0,2509,12,141
5.36110019684,-3.45549988747,4.14440011978,0,0,0,2510,12,141
0.07779999822,7.00279998779,4.17220020294,0,0,-90,2511,12,141
-5.37220001221,3.41669988632,4.14440011978,0,0,180,2512,12,141
-5.39169979095,-3.50839996338,4.16389989853,0,0,180,2513,12,141
0.04170000181,-6.98330020905,4.17220020294,0,0,90,2514,12,141
9.28050041199,3.46939992905,-0.5611000061,0,0,0,2515,11,142
-9.45559978485,-3.50839996338,-0.5611000061,0,0,180,2516,11,142
9.28050041199,-3.45549988747,-0.5611000061,0,0,0,2517,11,142
0.07779999822,10.88889980316,-0.5611000061,0,0,-90,2518,11,142
0.07779999822,-10.99450016022,-0.5611000061,0,0,90,2519,11,142
-9.45559978485,3.46939992905,-0.5611000061,0,0,180,2520,11,142
5.38049983978,3.46939992905,4.16389989853,0,0,0,2521,12,142
5.36110019684,-3.45549988747,4.14440011978,0,0,0,2522,12,142
0.07779999822,7.00279998779,4.17220020294,0,0,-90,2523,12,142
-5.37220001221,3.41669988632,4.14440011978,0,0,180,2524,12,142
-5.39169979095,-3.50839996338,4.16389989853,0,0,180,2525,12,142
0.04170000181,-6.98330020905,4.17220020294,0,0,90,2526,12,142
12.56939983368,-3.88890004158,4.9361000061,0,0,0,2543,12,144
2.24169993401,6.33890008926,4.9361000061,0,0,0,2545,12,144
7.1861000061,0.69730001688,4.9361000061,0,0,-90,2546,12,144
-10.12220001221,-6.03060007095,4.9361000061,0,0,180,2547,12,144
-10.12220001221,5.91109991074,4.9361000061,0,0,180,2548,12,144
7.1861000061,-8.56939983368,4.9361000061,0,0,90,2549,12,144
-3.97219991684,-12.16380023956,4.9361000061,0,0,90,2550,12,144
6.10559988022,6.08330011368,0,0,0,0,2551,11,144
-3.95830011368,-16.02219963074,0,0,0,90,2553,11,144
16.34169960022,-3.92770004272,0,0,0,0,2554,11,144
-3.95830011368,15.9361000061,0,0,0,-90,2555,11,144
7.23890018463,4.59999990463,0,0,0,-90,2556,11,144
7.23890018463,4.59999990463,0,0,0,-90,2557,11,145
-5.31939983368,16.03330039978,0,0,0,-90,2559,11,145
16.34169960022,-3.92770004272,0,0,0,0,2560,11,145
-3.95830011368,-16.02219963074,0,0,0,90,2561,11,145
-13.96949958801,-6.03060007095,0,0,0,180,2562,11,145
-3.97219991684,-12.16380023956,4.9361000061,0,0,90,2563,12,145
7.1861000061,-8.56939983368,4.9361000061,0,0,90,2564,12,145
6.10559988022,6.08330011368,0,0,0,0,2565,11,145
-10.12220001221,5.91109991074,4.9361000061,0,0,180,2566,12,145
-10.12220001221,-6.03060007095,4.9361000061,0,0,180,2567,12,145
7.1861000061,0.69730001688,4.9361000061,0,0,-90,2568,12,145
2.24169993401,6.33890008926,4.9361000061,0,0,0,2569,12,145
-3.97219991684,12.08329963684,4.9361000061,0,0,-90,2570,12,145
12.56939983368,-3.88890004158,4.9361000061,0,0,0,2571,12,145
12.82219982147,8.85560035706,0,0,0,0,2597,11,147
22.1861000061,-11.91950035095,0,0,0,0,2598,11,147
4.89720010757,-23.76670074463,0,0,0,90,2599,11,147
-6.96670007706,-23.76670074463,0,0,0,90,2600,11,147
1.83329999447,18.12220001221,4.99440002441,0,0,0,2604,12,147
8.93330001831,8.85560035706,4.99440002441,0,0,0,2605,12,147
1.83329999447,-0.1915999949,4.99440002441,0,0,0,2606,12,147
6.55280017853,-3.95280003548,4.99440002441,0,0,-90,2607,12,147
18.25559997559,-11.91950035095,4.99440002441,0,0,0,2608,12,147
5.01389980316,-19.83049964905,4.99440002441,0,0,90,2609,12,147
-7.28329992294,-19.83049964905,4.99440002441,0,0,90,2610,12,147
5.01389980316,-19.97780036926,10.98060035706,0,0,90,2611,12,147
-7.28329992294,-19.97780036926,10.98060035706,0,0,90,2612,12,147
11.0638999939,-11.91670036316,10.61110019684,0,0,0,2613,12,147
6.55280017853,-3.54719996452,10.60830020905,0,0,-90,2618,12,147
12.82219982147,8.85560035706,0,0,0,0,2621,11,148
22.1861000061,-11.91950035095,0,0,0,0,2622,11,148
4.89720010757,-23.76670074463,0,0,0,90,2623,11,148
-6.96670007706,-23.76670074463,0,0,0,90,2624,11,148
-5.28329992294,26.04450035095,0,0,0,-90,2626,11,148
1.83329999447,18.12220001221,4.99440002441,0,0,0,2628,12,148
8.93330001831,8.85560035706,4.99440002441,0,0,0,2629,12,148
1.83329999447,-0.1915999949,4.99440002441,0,0,0,2630,12,148
6.55280017853,-3.95280003548,4.99440002441,0,0,-90,2631,12,148
18.25559997559,-11.91950035095,4.99440002441,0,0,0,2632,12,148
5.01389980316,-19.83049964905,4.99440002441,0,0,90,2633,12,148
-7.28329992294,-19.83049964905,4.99440002441,0,0,90,2634,12,148
5.01389980316,-19.97780036926,10.98060035706,0,0,90,2635,12,148
-7.28329992294,-19.97780036926,10.98060035706,0,0,90,2636,12,148
11.0638999939,-11.91670036316,10.61110019684,0,0,0,2637,12,148
6.55280017853,-3.54719996452,10.60830020905,0,0,-90,2642,12,148
-5.28329992294,22.11109924316,4.85559988022,0,0,-90,2643,12,148
-0.0027999999,3.40560007095,12.01389980316,0,0,0,5447,16,568
-0.0027999999,-17.75830078125,12.65279960632,0,0,90,5448,16,568
-0.0027999999,-7.35830020905,11.99720001221,0,0,90,5449,16,568
-0.21940000355,-12.46669960022,12.65279960632,0,0,0,5451,16,568
-0.21940000355,-4.65000009537,12.06939983368,0,0,0,5454,16,568
-3.53060007095,2.22499990463,11.46669960022,0,0,180,5461,14,568
4.36110019684,8.77779960632,10.62220001221,0,0,0,5462,14,568
-3.48060011864,7.61390018463,11.04170036316,0,0,180,5463,14,568
4.42780017853,-3.09999990463,10.4388999939,0,0,0,5464,14,568
2.97499990463,-5.91940021515,11.24440002441,0,0,0,5472,14,568
-3.4361000061,-3.23329997063,10.82779979706,0,0,180,5474,14,568
-3.67499995232,-18.86109924316,11.23890018463,0,0,180,5475,14,568
-0.18330000341,-12.5,0,0,0,0,5476,15,568
0,17.04719924927,11.30000019073,0,0,-90,5477,15,568
-0.03330000117,-17.75830078125,12.65279960632,0,0,90,5479,16,569
-0.02779999934,-12.46669960022,12.65279960632,0,0,0,5480,16,569
-0.03330000117,-7.35830020905,11.99720001221,0,0,90,5481,16,569
-0.25,-1.98889994621,12.06939983368,0,0,0,5482,16,569
-0.03330000117,5.04720020294,12.01389980316,0,0,0,5483,16,569
-3.44169998169,-18.86109924316,11.40830039978,0,0,180,5488,14,569
-3.4444000721,-3.88059997559,10.80000019073,0,0,180,5489,14,569
3.00279998779,-18.71109962463,11.36670017242,0,0,0,5490,14,569
2.91109991074,-5.91940021515,11.24440002441,0,0,0,5491,14,569
8.73330020905,-8.08889961243,10.3138999939,0,0,-90,5492,14,569
14.61110019684,-8.43330001831,10.60560035706,0,0,-90,5494,14,569
-10.16940021515,-9.05280017853,10.37220001221,0,0,-90,5496,14,569
-3.08060002327,-1.21389997005,11.17500019073,0,0,180,5498,14,569
4.36390018463,-2.97499990463,10.4388999939,0,0,0,5499,14,569
-3.21670007706,7.61390018463,11.05560016632,0,0,180,5500,14,569
3.92499995232,8.53059959412,10.62220001221,0,0,0,5501,14,569
-3.40280008316,1.92219996452,11.46669960022,0,0,180,5502,14,569
-0.05829999968,21.15559959412,24.27779960632,0,0,-90,5504,14,569
-5.88609981537,22.20560073853,23.0638999939,0,0,-90,5506,14,569
5.67500019073,22.39999961853,23.02779960632,0,0,-90,5508,14,569
-0.1861000061,-12.49720001221,0,0,0,0,5509,15,569
0.00829999987,17.04719924927,12.5638999939,0,0,-90,5510,15,569
-0.0027999999,3.40560007095,12.01389980316,0,0,0,5697,16,576
-0.0027999999,-17.75830078125,12.65279960632,0,0,90,5698,16,576
-0.0027999999,-7.35830020905,11.99720001221,0,0,90,5702,16,576
-3.37220001221,-18.86109924316,11.09720039368,0,0,180,5703,14,576
-3.60560011864,-2.87220001221,10.97780036926,0,0,180,5704,14,576
3.23609995842,-18.71109962463,11.36670017242,0,0,0,5705,14,576
14.84440040588,-8.16110038757,10.48610019684,0,0,-90,5709,14,576
-9.9361000061,-8.97780036926,10.61940002441,0,0,-90,5711,14,576
-3.21110010147,-1.21389997005,11.17500019073,0,0,180,5713,14,576
-3.83060002327,2.6805999279,11.61110019684,0,0,180,5717,14,576
5.65560007095,22.91110038757,22.46109962463,0,0,-90,5723,14,576
-0.21940000355,-12.46669960022,12.65279960632,0,0,0,5726,16,576
-0.21940000355,-4.69999980927,12.06939983368,0,0,0,5728,16,576
4.4388999939,8.40279960632,10.64169979095,0,0,0,5736,14,576
-3.75830006599,7.61390018463,11.28890037537,0,0,180,5737,14,576
4.68060016632,-2.81669998169,10.51939964294,0,0,0,5738,14,576
8.79720020294,-8.19999980927,10.14169979095,0,0,-90,5745,14,576
2.97499990463,-5.91940021515,11.24440002441,0,0,0,5746,14,576
-0.18330000341,-12.5,0,0,0,0,5750,15,576
0,17.04999923706,11.30000019073,0,0,-90,5751,15,576
20.14999961853,-12.47780036926,0,0,0,0,5752,11,577
11.48050022125,16.97780036926,0,0,0,0,5754,11,577
0.10000000149,22.29719924927,0,0,0,-90,5755,11,577
4.80560016632,3.16669988632,0,0,0,0,5758,11,577
14.93060016632,-6.24440002441,5.10830020905,0,0,-90,5760,12,577
10.8111000061,-6.24440002441,5.10830020905,0,0,-90,5761,12,577
9.96109962463,-6.24440002441,5.10830020905,0,0,-90,5762,12,577
15.59440040588,-6.24440002441,5.10830020905,0,0,-90,5763,12,577
20.20280075073,-12.47780036926,5.10830020905,0,0,0,5764,12,577
20.20280075073,-14.86670017242,5.10830020905,0,0,0,5765,12,577
20.20280075073,-10.08889961243,5.10830020905,0,0,0,5766,12,577
-9.15830039978,-18.74440002441,5.10830020905,0,0,90,5767,12,577
-9.15830039978,-6.20830011368,5.10830020905,0,0,-90,5768,12,577
-0.08330000192,-21.61940002441,5.10830020905,0,0,90,5773,12,577
-1.8111000061,-21.61940002441,5.10830020905,0,0,90,5774,12,577
1.64440000057,-21.61940002441,5.10830020905,0,0,90,5775,12,577
12.67220020294,-18.74440002441,5.10830020905,0,0,90,5776,12,577
15.27779960632,-18.74440002441,5.10830020905,0,0,90,5777,12,577
10.09440040588,-18.74440002441,5.10830020905,0,0,90,5778,12,577
5.05000019073,3.19169998169,5.10830020905,0,0,0,5779,12,577
5.05000019073,0.45559999347,5.10830020905,0,0,0,5780,12,577
5.05000019073,-1.54719996452,5.10830020905,0,0,0,5781,12,577
5.05000019073,8.00559997559,5.10830020905,0,0,0,5782,12,577
5.05000019073,6.03049993515,5.10830020905,0,0,0,5783,12,577
10.8111000061,-18.74440002441,5.10830020905,0,0,90,5787,12,577
14.93060016632,-18.74440002441,5.10830020905,0,0,90,5788,12,577
12.72500038147,-6.24440002441,5.10830020905,0,0,-90,5789,12,577
2.5611000061,22.42219924927,5.10830020905,0,0,-90,5790,12,577
-2.61669993401,22.42219924927,5.10830020905,0,0,-90,5791,12,577
-4.51669979095,22.42219924927,5.10830020905,0,0,-90,5792,12,577
4.44999980927,22.42219924927,5.10830020905,0,0,-90,5793,12,577
0,22.42219924927,5.10830020905,0,0,-90,5794,12,577
2.5611000061,22.13059997559,13.39719963074,0,0,-90,5795,12,577
-2.61669993401,22.13059997559,13.39719963074,0,0,-90,5796,12,577
-4.51669979095,22.13059997559,13.39719963074,0,0,-90,5797,12,577
4.44999980927,22.13059997559,13.39719963074,0,0,-90,5798,12,577
0,22.13059997559,13.39719963074,0,0,-90,5799,12,577
2.5611000061,22.13059997559,16.37779998779,0,0,-90,5800,12,577
-2.61669993401,22.13059997559,16.37779998779,0,0,-90,5801,12,577
0,22.13059997559,16.37779998779,0,0,-90,5802,12,577
3.36109995842,11.83059978485,16.98060035706,0,0,90,5803,12,577
