DisplayPos_0,DisplayPos_1,ID,ArtifactID,MaxPurchasableRank,Label,Flags,Tier
0.06200611591,0.35808128119,1,1,0,0,18,0
0.09404029697,0.56246900558,2,1,1,0,0,0
0.64332169294,0.35881963372,3,0,0,0,0,1
0.52700787783,0.86169546843,4,1,1,0,0,0
0.66386455297,0.74748271704,5,1,1,0,1,0
0.19205807149,0.79286080599,6,1,1,0,32,0
0.11160714179,0.8130081296,7,1,50,0,4,0
0.22321428359,0.24390244484,8,1,1,0,0,0
0.59512704611,0.239174366,9,1,3,0,0,0
0.48847520351,0.48057433963,10,1,1,0,5,1
0.61383926868,0.48780488968,11,1,1,0,1,0
0.58116936684,0.31717938185,40,2,0,0,18,0
0.36631530523,0.74255782366,41,2,3,4,32,0
0.28593340516,0.56212151051,42,2,3,5,32,0
0.5349034667,0.4874304533,43,2,3,6,32,0
0.28016623855,0.84436672926,44,2,3,11,32,0
0.18106105924,0.5442737937,47,2,3,12,32,0
0.17924565077,0.88215970993,49,2,1,1,1,0
0.37287655473,0.48803594708,50,2,3,8,32,0
0.75966227055,0.50070631504,51,2,3,9,32,0
0.69983005524,0.37181511521,52,2,3,10,32,0
0.21970744431,0.72199165821,53,2,3,7,32,0
0.08778986335,0.61245924234,54,2,1,2,1,0
0.43567401171,0.38592496514,72,4,3,4,32,0
0.3179987967,0.38844719529,73,4,1,1,1,0
0.44637480378,0.88189190626,74,4,3,5,32,0
0.21504689753,0.19655023515,75,4,3,6,32,0
0.61365491152,0.71208488941,77,4,3,8,32,0
0.45626226068,0.5219091773,78,4,1,0,0,0
0.51539433002,0.60939371586,79,4,3,10,32,0
0.33338949084,0.72803544998,80,4,1,3,1,0
0.2837574482,0.55289572477,81,4,3,9,32,0
0.41400527954,0.7277430892,82,4,3,7,32,0
0.70985895395,0.44950512052,83,4,3,11,32,0
0.27364647388,0.92208576202,84,4,3,12,32,0
0.54656463861,0.48902457952,86,4,1,2,1,0
0.36628338695,0.61806184053,87,4,1,0,0,0
0.39150169492,0.74382793903,91,11,0,0,18,0
0.40350279212,0.59735739231,92,11,1,1,1,0
0.6675786376,0.38996079564,93,11,1,2,1,0
0.19123697281,0.30311712623,94,11,1,3,1,0
0.25984951854,0.62983804941,95,11,3,4,32,0
0.30519631505,0.78725081682,96,11,3,5,32,0
0.32427823544,0.28096294403,97,11,1,0,0,0
0.21785205603,0.44966894388,98,11,3,6,32,0
0.41467410326,0.46033790708,99,11,3,7,32,0
0.61177510023,0.52137774229,100,11,3,8,32,0
0.53654694557,0.69255965948,101,11,3,9,32,0
0.46212118864,0.8251362443,102,11,3,10,32,0
0.42785730958,0.28787568212,103,11,1,0,0,0
0.53976666927,0.32262402773,104,11,1,0,0,0
0.29528129101,0.43371519446,105,11,3,11,32,0
0.53660190105,0.48427370191,106,11,3,12,32,0
0.41018435359,0.76729184389,108,12,3,4,32,0
0.25372201204,0.26242771745,109,12,3,6,32,0
0.32026815414,0.47805172205,110,12,3,5,32,0
0.5063893199,0.69869071245,111,12,3,10,32,0
0.08163514733,0.46804600954,113,12,3,8,32,0
0.22436064482,0.60585641861,114,12,3,9,32,0
0.45251595974,0.50767236948,115,12,3,11,32,0
0.34950295091,0.92971390486,117,12,3,7,32,0
0.10381391644,0.66996973753,119,12,1,0,0,0
0.33556690812,0.63707429171,120,12,1,0,0,0
0.0632820949,0.21408620477,122,12,0,1,18,0
0.20297622681,0.43334645033,123,12,1,2,1,0
0.47373831272,0.92764180899,124,12,1,3,1,0
0.22333738208,0.6730709672,125,13,0,0,18,0
0.5324241519,0.28709554672,126,13,1,1,1,0
0.57767438889,0.5654900074,127,13,1,2,1,0
0.34640169144,0.85898888111,128,13,1,3,1,0
0.27930995822,0.32759475708,129,13,1,0,0,0
0.31531298161,0.69500690699,130,13,3,4,32,0
0.31765946746,0.55495047569,131,13,3,5,32,0
0.37712880969,0.27535286546,132,13,3,6,32,0
0.17764569819,0.93968069553,133,13,3,7,32,0
0.43485245109,0.36569154263,134,13,3,8,32,0
0.2051075995,0.54426145554,135,13,3,9,32,0
0.52089977264,0.4297748208,136,13,3,10,32,0
0.23509378731,0.79775822163,137,13,3,11,32,0
0.31258001924,0.42093586922,138,13,1,0,0,0
0.40308624506,0.47159621119,139,13,1,0,0,0
0.17950178683,0.42909431458,140,13,3,12,32,0
0.4936234951,0.57414358854,149,16,0,0,18,0
0.65931099653,0.50489711761,150,16,1,1,1,0
0.59516233206,0.37836799026,151,16,1,2,1,0
0.1148134768,0.92579722404,152,16,1,3,1,0
0.27642604709,0.75969362259,153,16,1,0,0,0
0.56659376621,0.50406646729,154,16,1,0,0,0
0.74709540606,0.42863449454,156,16,3,4,32,0
0.31790399551,0.58668279648,157,16,3,5,32,0
0.44887387753,0.44722148776,158,16,3,6,32,0
0.60867851973,0.24114793539,262,16,3,11,32,0
0.69596081972,0.30419892073,263,16,1,0,0,0
0.17566411197,0.74859333038,264,16,3,7,32,0
0.55771613121,0.66565436125,265,16,3,8,32,0
0.25427767634,0.90075159073,266,16,3,9,32,0
0.74633610249,0.58828526735,267,16,3,12,32,0
0.33329302073,0.74413734674,272,15,3,4,32,0
0.21718029678,0.32413846254,273,15,3,5,32,0
0.59849482775,0.31837713718,274,15,3,6,32,0
0.21929812431,0.86047315598,275,15,3,7,32,0
0.59945333004,0.85908478498,276,15,3,8,32,0
0.50914371014,0.37449029088,277,15,3,9,32,0
0.40369608998,0.80390399694,278,15,3,10,32,0
0.30544826388,0.37739735842,279,15,3,11,32,0
0.48226299882,0.74345070124,280,15,3,12,32,0
0.47589188814,0.5306430459,281,15,1,0,0,0
0.40578103065,0.6859382987,282,15,1,0,0,0
0.33648303151,0.52932322025,283,15,1,0,0,0
0.67480707169,0.59875124693,284,15,1,1,1,0
0.40292602777,0.92481172085,285,15,1,2,1,0
0.13492132723,0.60149401426,286,15,1,3,1,0
0.40993601084,0.43939319253,289,15,0,0,18,0
0.5982555151,0.92834180593,290,4,0,0,18,0
0.59018158913,0.46485838294,291,40,0,0,18,0
0.50814825296,0.51785826683,292,40,1,0,0,0
0.63477730751,0.6930322051,293,40,1,0,0,0
0.51607823372,0.31401205063,294,40,1,0,0,0
0.27601456642,0.79952055216,295,40,1,1,1,0
0.32229277492,0.6554402709,296,40,1,2,1,0
0.22137080133,0.6137663126,297,40,1,3,1,0
0.1012763232,0.90225607157,298,40,3,4,32,0
0.26055827737,0.45895516872,299,40,3,5,32,0
0.38588267565,0.86483764648,300,40,3,6,32,0
0.63146573305,0.25563874841,301,40,3,7,32,0
0.41341599822,0.41585367918,302,40,3,11,32,0
0.40873354673,0.59579151869,303,40,3,8,32,0
0.75159156322,0.57831478119,304,40,3,9,32,0
0.51054757833,0.7173922658,305,40,3,12,32,0
0.04930795357,0.72978407145,306,40,3,10,32,0
0.55139195919,0.72174912691,307,55,0,0,18,0
0.2941339016,0.90360838175,308,55,1,0,0,0
0.74384540319,0.53083115816,309,55,1,0,0,0
0.5002297163,0.63469409943,310,55,1,0,0,0
0.75685703754,0.2601134479,311,55,1,1,1,0
0.31835794449,0.77646690607,312,55,3,4,32,0
0.24892222881,0.63193136454,313,55,3,5,32,0
0.69914323092,0.68665891886,314,55,3,6,32,0
0.46610507369,0.88258588314,315,55,3,7,32,0
0.18742874265,0.88781917095,316,55,3,11,32,0
0.75965887308,0.40602827072,317,55,3,12,32,0
0.5684247613,0.34698915482,318,55,3,8,32,0
0.57240563631,0.47481939197,319,55,3,9,32,0
0.33883294463,0.6527312994,320,55,3,10,32,0
0.07920631021,0.86083680391,321,55,1,2,1,0
0.67511963844,0.44154462218,322,55,1,3,1,0
0.35035061836,0.43216496706,323,43,3,4,32,0
0.59890574217,0.4686293304,324,43,3,5,32,0
0.05690411478,0.55881333351,325,43,3,6,32,0
0.16979233921,0.73967111111,326,43,3,11,32,0
0.35888388753,0.59305459261,327,43,3,7,32,0
0.0394240059,0.74411123991,328,43,3,8,32,0
0.20043584704,0.44920024276,329,43,3,12,32,0
0.18526785076,0.56585365534,330,43,3,9,32,0
0.46537330747,0.61088061333,331,43,3,10,32,0
0.27664792538,0.45924407244,332,43,1,0,0,0
0.25577551126,0.62458574772,333,43,1,0,0,0
0.51991868019,0.52657830715,334,43,1,0,0,0
0.61021256447,0.31713739038,335,43,1,0,1,0
0.11670532078,0.41239744425,337,43,1,0,1,0
0.4944370389,0.35045978427,346,43,0,0,18,0
0.11732021719,0.89671373367,347,43,1,0,1,0
0.56075149775,0.62223273516,350,2,1,0,0,0
0.62792879343,0.48167315125,351,2,1,0,0,0
0.388058424,0.61596298218,352,2,1,0,0,0
0.73315358162,0.18537808955,353,2,1,3,1,0
0.28139650822,0.72180396318,748,54,0,0,18,0
0.53584343195,0.39770507813,749,54,3,4,32,0
0.56883782148,0.5350881815,750,54,3,5,32,0
0.42631304264,0.34542366862,751,54,3,10,32,0
0.55080997944,0.27701893449,752,54,3,6,32,0
0.23304496706,0.5439312458,753,54,3,7,32,0
0.40566432476,0.81287789345,754,54,3,8,32,0
0.20582211018,0.82741457224,755,54,3,9,32,0
0.32135656476,0.42303365469,756,54,3,11,32,0
0.49202233553,0.67276191711,757,54,3,12,32,0
0.63516908884,0.37458848953,758,54,1,0,0,0
0.29179435968,0.8899525404,759,54,1,0,0,0
0.16927365959,0.68924146891,760,54,1,0,0,0
0.67768794298,0.21508736908,761,54,1,1,1,0
0.1289883554,0.92643797398,762,54,1,2,1,0
0.44386711717,0.5139221549,763,54,1,3,1,0
0.34230086207,0.59537023306,764,47,0,0,18,0
0.49244040251,0.38298693299,765,47,1,0,0,0
0.26662275195,0.572039783,766,47,1,0,0,0
0.42414477468,0.44341534376,767,47,3,4,32,0
0.15400484204,0.88205915689,768,47,1,1,1,0
0.62194806337,0.3307684958,769,47,1,2,1,0
0.75096291304,0.58503180742,770,47,1,3,1,0
0.57236725092,0.44725087285,771,47,3,11,32,0
0.66472101212,0.4730706811,772,47,3,5,32,0
0.34319132566,0.33185166121,773,47,3,6,32,0
0.48229286075,0.50392651558,774,47,3,7,32,0
0.22689533234,0.68585377932,775,47,3,12,32,0
0.45634701848,0.28591641784,776,47,3,10,32,0
0.08437296748,0.76411914825,777,47,3,8,32,0
0.35181960464,0.80272221565,778,47,3,9,32,0
0.26769033074,0.89036697149,779,47,1,0,0,0
0.05853345618,0.88661587238,783,53,0,0,18,0
0.58624106646,0.50079733133,784,53,3,4,32,0
0.61427414417,0.26322999597,785,53,3,5,32,0
0.13640059531,0.63744705915,786,53,3,6,32,0
0.67438197136,0.37059053779,787,53,3,7,32,0
0.45880609751,0.48222756386,788,53,3,8,32,0
0.49041867256,0.29917967319,789,53,3,9,32,0
0.24285703897,0.85484516621,790,53,3,10,32,0
0.30603462458,0.49795562029,791,53,3,11,32,0
0.39873638749,0.67360794544,792,53,3,12,32,0
0.36802375317,0.84934616089,793,53,1,0,0,0
