ID,ItemLevel,Quality_0,Quality_1,Quality_2,Quality_3,Quality_4,Quality_5,Quality_6
1,1,0.32074606419,0.51586657763,0.53457677364,0.53457677364,0.53457677364,0.53457677364,0.53457677364
2,2,0.37420374155,0.60184437037,0.62367290258,0.62367290258,0.62367290258,0.62367290258,0.62367290258
3,3,0.42766141891,0.6878221035,0.71276903152,0.71276903152,0.71276903152,0.71276903152,0.71276903152
4,4,0.48111909628,0.77379989624,0.80186516047,0.80186516047,0.80186516047,0.80186516047,0.80186516047
5,5,0.53457677364,0.85977762938,0.89096128941,0.89096128941,0.89096128941,0.89096128941,0.89096128941
6,6,0.62829202414,1.01050293446,1.04715335369,1.04715335369,1.04715335369,1.04715335369,1.04715335369
7,7,0.72859042883,1.17181622982,1.21431732178,1.21431732178,1.21431732178,1.21431732178,1.21431732178
8,8,0.83541059494,1.34361875057,1.3923510313,1.3923510313,1.3923510313,1.3923510313,1.3923510313
9,9,0.94869917631,1.52582454681,1.58116531372,1.58116531372,1.58116531372,1.58116531372,1.58116531372
10,10,1.07472634315,1.7285182476,1.7912106514,1.7912106514,1.7912106514,1.7912106514,1.7912106514
11,11,1.20842206478,1.9435454607,2.01403665543,2.01403665543,2.01403665543,2.01403665543,2.01403665543
12,12,1.34978353977,2.17090177536,2.24963927269,2.24963927269,2.24963927269,2.24963927269,2.24963927269
13,13,1.49880886078,2.41058421135,2.49801468849,2.49801468849,2.49801468849,2.49801468849,2.49801468849
14,14,1.65549612045,2.66258955002,2.75916028023,2.75916028023,2.75916028023,2.75916028023,2.75916028023
15,15,1.81984388828,2.9269156456,3.03307318687,3.03307318687,3.03307318687,3.03307318687,3.03307318687
16,16,1.98757839203,3.19668865204,3.31263065338,3.31263065338,3.31263065338,3.31263065338,3.31263065338
17,17,2.15785503387,3.47055006027,3.59642505646,3.59642505646,3.59642505646,3.59642505646,3.59642505646
18,18,2.32984828949,3.74717259407,3.88308048248,3.88308048248,3.88308048248,3.88308048248,3.88308048248
19,19,2.50276184082,4.02527523041,4.17126989365,4.17126989365,4.17126989365,4.17126989365,4.17126989365
20,20,2.67583751678,4.30363845825,4.45972919464,4.45972919464,4.45972919464,4.45972919464,4.45972919464
21,21,2.73880934715,4.40491867065,4.56468248367,4.56468248367,4.56468248367,4.56468248367,4.56468248367
22,22,2.79599332809,4.49688911438,4.65998888016,4.65998888016,4.65998888016,4.65998888016,4.65998888016
23,23,2.86170578003,4.60257673264,4.76950979233,4.76950979233,4.76950979233,4.76950979233,4.76950979233
24,24,2.92228794098,4.70001316071,4.87048006058,4.87048006058,4.87048006058,4.87048006058,4.87048006058
25,25,2.97781348228,4.78931665421,4.96302223206,4.96302223206,4.96302223206,4.96302223206,4.96302223206
26,26,3.02839064598,4.87066173553,5.04731750488,5.04731750488,5.04731750488,5.04731750488,5.04731750488
27,27,3.08076715469,4.95490074158,5.13461208344,5.13461208344,5.13461208344,5.13461208344,5.13461208344
28,28,3.13500714302,5.04213619232,5.22501182556,5.22501182556,5.22501182556,5.22501182556,5.22501182556
29,29,3.19117665291,5.13247585297,5.31862783432,5.31862783432,5.31862783432,5.31862783432,5.31862783432
30,30,3.24934577942,5.22603130341,5.41557645798,5.41557645798,5.41557645798,5.41557645798,5.41557645798
31,31,3.30958724022,5.32291936874,5.51597881317,5.51597881317,5.51597881317,5.51597881317,5.51597881317
32,32,3.371976614,5.42326259613,5.61996126175,5.61996126175,5.61996126175,5.61996126175,5.61996126175
33,33,3.43659353256,5.52718782425,5.7276558876,5.7276558876,5.7276558876,5.7276558876,5.7276558876
34,34,3.47046899796,5.58167123795,5.78411531448,5.78411531448,5.78411531448,5.78411531448,5.78411531448
35,35,3.52252411842,5.66539287567,5.87087345123,5.87087345123,5.87087345123,5.87087345123,5.87087345123
36,36,3.57653427124,5.75225925446,5.96089029312,5.96089029312,5.96089029312,5.96089029312,5.96089029312
37,37,3.6325647831,5.84237480164,6.05427455902,6.05427455902,6.05427455902,6.05427455902,6.05427455902
38,38,3.69068384171,5.9358496666,6.15113973618,6.15113973618,6.15113973618,6.15113973618,6.15113973618
39,39,3.75096297264,6.03279876709,6.25160503387,6.25160503387,6.25160503387,6.25160503387,6.25160503387
40,40,3.81347680092,6.13334226608,6.35579490662,6.35579490662,6.35579490662,6.35579490662,6.35579490662
41,41,3.87830400467,6.23760557175,6.46384000778,6.46384000778,6.46384000778,6.46384000778,6.46384000778
42,42,3.94552564621,6.34572076797,6.57587623596,6.57587623596,6.57587623596,6.57587623596,6.57587623596
43,43,4.01522779465,6.45782470703,6.6920466423,6.6920466423,6.6920466423,6.6920466423,6.6920466423
44,44,4.08749961853,6.57406234741,6.81249952316,6.81249952316,6.81249952316,6.81249952316,6.81249952316
45,45,4.16243505478,6.69458293915,6.93739175797,6.93739175797,6.93739175797,6.93739175797,6.93739175797
46,46,4.24013137817,6.81954479218,7.06688594818,7.06688594818,7.06688594818,7.06688594818,7.06688594818
47,47,4.32069158554,6.94911241531,7.20115280151,7.20115280151,7.20115280151,7.20115280151,7.20115280151
48,48,4.40422296524,7.08345842361,7.3403711319,7.3403711319,7.3403711319,7.3403711319,7.3403711319
49,49,4.49083662033,7.22276258469,7.4847278595,7.4847278595,7.4847278595,7.4847278595,7.4847278595
50,50,4.58065128326,7.36721372604,7.63441848755,7.63441848755,7.63441848755,7.63441848755,7.63441848755
51,51,4.67378854752,7.51700973511,7.78964757919,7.78964757919,7.78964757919,7.78964757919,7.78964757919
52,52,4.77037763596,7.67235708237,7.95062923431,7.95062923431,7.95062923431,7.95062923431,7.95062923431
53,53,4.87055301666,7.83347272873,8.11758804321,8.11758804321,8.11758804321,8.11758804321,8.11758804321
54,54,4.9744553566,8.00058269501,8.29075908661,8.29075908661,8.29075908661,8.29075908661,8.29075908661
