Pos_0,Pos_1,Pos_2,ID,ContinentID,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags
2924.3798828125,-798.42901611328,161.61099243164,45,0,0,0,1127,8,0,0,0,0,0,0,167,0
-10645.900390625,1179.0600585938,48.17810058594,71,0,0,0,0,27,0,0,0,0,0,0,168,0
-11207.299804688,1684.2399902344,26.90749931335,78,0,0,0,0,0,14,9.89999961853,9,6.25600004196,1,0,169,0
16449.900390625,16393.19921875,69.44439697266,84,0,0,0,0,15,0,0,0,0,0,0,170,0
-9077.33984375,-552.92498779297,60.34759902954,87,0,0,0,0,30,0,0,0,0,0,0,171,0
-9843.5400390625,127.52500152588,5.36980009079,88,0,0,0,0,10,0,0,0,0,0,0,172,0
-409.828125,-802.77081298828,-13.24696159363,95,30,0,0,0,9,0,0,0,0,0,0,173,0
-5660.330078125,755.29901123047,389.60501098633,97,0,0,0,0,15,0,0,0,0,0,0,174,0
-11634.799804688,-54.06969833374,13.44390010834,98,0,0,0,0,30,0,0,0,0,0,0,175,0
2019.3493652344,1904.359375,105.14444732666,100,0,0,0,0,7,0,0,0,0,0,0,176,0
-8761.849609375,848.55700683594,87.80519866943,101,0,0,0,0,0,4.97200012207,9.69400024414,7.4439997673,0.66320002079,1,0,177,0
-8667.5595703125,623.56298828125,85.40540313721,107,0,0,0,0,7,0,0,0,0,0,0,178,0
-0.90042001009,16.44300079346,-14.23600006104,109,35,0,0,0,7,0,0,0,0,0,0,179,0
-14.36279964447,-393.38000488281,64.56050109863,119,36,0,0,0,6,0,0,0,0,0,0,180,0
-110.76000213623,-1009.1900024414,34.80440139771,121,36,0,0,0,7,0,0,0,0,0,0,181,0
-227.99800109863,1576.6999511719,80.88300323486,145,0,0,0,0,0,14,13.5,10,5.90000009537,1,0,182,0
-5584.2065429688,759.83215332031,384.29016113281,168,0,0,0,0,15,0,0,0,0,0,0,183,0
-5586.4599609375,679.29797363281,384.95498657227,169,0,0,0,0,8,0,0,0,0,0,0,184,0
-5705.8100585938,-3548.3701171875,305.33599853516,171,0,0,0,0,50,0,0,0,0,0,0,185,0
1068.6999511719,1537.4200439453,28.37840080261,173,0,0,0,0,0,94.40000152588,50.61000061035,15,0,1,0,186,0
-4086.3601074219,-2610.9499511719,46.01430130005,175,0,0,0,0,20,0,0,0,0,0,0,187,0
683.77099609375,-912.14398193359,174.5,178,0,0,0,0,5,0,0,0,0,0,0,188,0
-232,2102.8664550781,79.67028808594,194,33,0,0,0,0,7.5,5.5,8,5.88199996948,1,0,189,0
-12153.62109375,894.01373291016,9.53891277313,196,0,0,0,0,80,0,0,0,0,0,0,190,0
-9796.1796875,157.77299499512,25.38780021667,197,0,0,0,0,9,0,0,0,0,0,0,191,0
-1895.7800292969,-1109.0400390625,86.18299865723,205,1,0,0,0,15,0,0,0,0,0,0,192,0
90.1003036499,-1943.4399414062,79.47270202637,216,1,0,0,0,9,0,0,0,0,0,0,193,0
10673.799804688,809.42199707031,1322.2800292969,217,1,0,0,0,14,0,0,0,0,0,0,194,0
9814.099609375,587.12200927734,1297.3599853516,218,1,0,0,0,14,0,0,0,0,0,0,195,0
9510.349609375,1657.1800537109,1291.3599853516,219,1,0,0,0,8.85398006439,0,0,0,0,0,0,196,0
10701.400390625,1862.9000244141,1329.8699951172,220,1,0,0,0,10,0,0,0,0,0,0,197,0
-172.18099975586,138.97999572754,-66.64710235596,226,43,0,0,0,12,0,0,0,0,0,0,199,0
-753.59600830078,-2212.7800292969,21.54030036926,228,1,0,0,0,13,0,0,0,0,0,0,200,0
6744.9799804688,41.11640167236,47.60409927368,230,1,0,0,0,13,0,0,0,0,0,0,201,0
5996.5600585938,365.20999145508,21.86610031128,231,1,0,0,0,40,0,0,0,0,0,0,202,0
5980.169921875,330.66900634766,21.76549911499,232,1,0,0,0,40,0,0,0,0,0,0,203,0
4916.990234375,328.42999267578,36.76779937744,233,1,0,0,0,50,0,0,0,0,0,0,204,0
4641.1899414062,55.38010025024,66.63069915771,234,1,0,0,0,60,0,0,0,0,0,0,205,0
4554.6499023438,146.35400390625,59.50270080566,235,1,0,0,0,70,0,0,0,0,0,0,206,0
4643.3798828125,145.34899902344,57.90470123291,236,1,0,0,0,50,0,0,0,0,0,0,207,0
4504.3100585938,32.32960128784,86.49130249023,237,1,0,0,0,80,0,0,0,0,0,0,208,0
6876.2797851562,-486.02899169922,40.14360046387,238,1,0,0,0,65,0,0,0,0,0,0,209,0
1936.3900146484,1534.4699707031,86.87689971924,242,47,0,0,0,8,0,0,0,0,0,0,210,0
-4455.1098632812,-1655.0100097656,85,244,1,0,0,0,0,13,15,10,5.59600019455,1,0,211,0
-4932.5297851562,-1596.0500488281,84.81569671631,246,1,0,0,0,20,0,0,0,0,0,0,212,0
-236.4700012207,2202.419921875,97.34519958496,254,33,0,0,0,5,0,0,0,0,0,0,214,0
-223.3990020752,2101.9699707031,97.38990020752,255,33,0,0,0,5,0,0,0,0,0,0,215,0
-189.0059967041,2145.6899414062,97.38990020752,256,33,0,0,0,7,0,0,0,0,0,0,216,0
4253.1098632812,756.96697998047,-19.5,257,1,0,0,0,0,16.96999931335,16.96999931335,8,5.99599981308,1,0,217,0
-148.63299560547,131.08000183106,-33.41410064697,259,48,0,0,0,0,36.9700012207,36.9700012207,20,0,1,0,218,0
2019.7299804688,2004.5999755859,61.68740081787,262,47,0,0,0,15,0,0,0,0,0,0,220,0
-527.65802001953,321.10900878906,-50.25839996338,283,48,0,0,0,20,0,0,0,0,0,0,223,0
-8681.3701171875,434.40600585938,99.25789642334,284,0,0,0,0,7,0,0,0,0,0,0,224,0
-6055.5,-2955,220,286,0,0,0,0,0,14.14000034332,24,22,0.04493999854,1,0,225,0
-228.19299316406,34.16019821167,-39.23389816284,288,70,0,0,0,10,0,0,0,0,0,0,226,0
-3463.2600097656,-4123.1298828125,17.10429954529,302,1,0,0,0,8,0,0,0,0,0,0,227,0
-4058.75,-2732.5400390625,35.33010101318,303,1,0,0,0,10,0,0,0,0,0,0,228,0
-312.20498657227,-4.63255977631,-148.65699768066,322,90,0,0,0,14,0,0,0,0,0,0,229,0
-5154.9799804688,916.54901123047,287.39498901367,324,0,0,0,370,0,24,36,12,0.68760001659,1,0,230,0
-9029.173828125,-608.32885742188,56.46789932251,342,0,0,0,0,30,0,0,0,0,0,0,231,0
-8681.400390625,434.43899536133,99.25900268555,382,0,0,0,0,7,0,0,0,0,0,0,232,0
-93.16139984131,1691.1500244141,89.06490325928,422,1,0,0,0,20,0,0,0,0,0,0,234,0
-4664.6000976562,-2536.9299316406,82.66790008545,442,1,0,0,0,0,14.14000034332,14.14000034332,22,5.74300003052,1,0,235,0
2593.9399414062,1124.6400146484,56.17900085449,444,129,0,0,0,11,0,0,0,0,0,0,236,0
-10292.299804688,-3990.0200195312,-68,446,0,0,0,0,0,3,6,8,1.30700004101,1,0,237,0
-303.87899780273,95.7566986084,-87,448,109,0,0,0,0,30,16,10,6.26900005341,1,0,238,0
2107.7199707031,1823.7700195312,79.96959686279,462,47,0,0,0,10,0,0,0,0,0,0,248,0
2165.75,1944.75,61.46350097656,463,47,0,0,0,15,0,0,0,0,0,0,249,0
-8932.7802734375,-1986.4000244141,139.9049987793,482,0,0,0,0,12,0,0,0,0,0,0,250,0
48.09372329712,0.9332665205,-13.77690029144,503,34,0,0,0,0,6,12,11.31369972229,0,1,0,251,0
-1679.3000488281,-4328.9599609375,2.58591008186,522,1,0,0,0,4,0,0,0,0,0,0,252,0
-4914.9301757812,827.91497802734,271.14599609375,523,0,0,0,370,0,18,20,16,6.19099998474,1,0,253,0
-717.86798095703,1.37206995487,-241.29299926758,525,90,0,0,0,12,0,0,0,0,0,0,254,0
9947.48046875,2630.0400390625,1318.5999755859,527,1,1,0,0,10,0,0,0,0,0,0,255,0
8393.7998046875,1003.9000244141,30.19120025635,542,1,1,0,0,10,0,0,0,0,0,0,256,0
-9465.580078125,16.84720039368,-65.92099761963,562,0,0,0,0,30,0,0,0,0,0,0,257,0
1687.5699462891,1040.0899658203,20.98290061951,602,189,0,0,0,8,0,0,0,0,0,0,258,0
853.67901611328,1308.0999755859,19.67140007019,604,189,0,0,0,8,0,0,0,0,0,0,259,0
1608.6500244141,-308.9700012207,20.78240013123,606,189,0,0,0,8,0,0,0,0,0,0,260,0
253.60099792481,-186.80400085449,21.03849983215,608,189,0,0,0,0,30,32,10,0,1,0,261,0
2925.1799316406,-820.54498291016,161.63400268555,610,0,1,0,0,8,0,0,0,0,0,0,262,0
2877.9799804688,-839.26702880859,163.04899597168,612,0,1,0,0,6,0,0,0,0,0,0,263,0
2864.8200683594,-823.41998291016,160.33200073242,614,0,0,0,1127,0,4,10.22000026703,15,0.42989999056,1,0,264,0
-9219.3701171875,-2149.9399414062,70.60600280762,682,0,0,0,0,30,0,0,0,0,0,0,266,0
-10517,-1158.3900146484,39.05419921875,707,0,0,0,0,30,0,0,0,0,0,0,269,0
945.23400878906,-1448.0999755859,62.90380096436,708,0,0,0,0,0,12.18000030518,11.85999965668,11.52999973297,4.71199989319,1,0,270,0
-3615.4899902344,-4467.33984375,24.3141002655,709,1,0,0,0,30,0,0,0,0,0,0,271,0
-5601.4599609375,-530.74700927734,395.48300170898,710,0,0,0,0,35,0,0,0,0,0,0,272,0
-5390.1801757812,-2953.9299316406,322.0299987793,712,0,0,0,0,36,0,0,0,0,0,0,273,0
9809.0498046875,959.18798828125,1315.3499755859,715,1,0,0,0,32,0,0,0,0,0,0,274,0
2756.6398925781,-423.05700683594,119.3870010376,717,1,0,0,0,32,0,0,0,0,0,0,275,0
2303.7199707031,279.35198974609,30,719,0,0,0,0,25,0,0,0,0,0,0,276,0
-58.28469848633,-979.06402587891,53.49919891357,721,0,0,0,0,0,40.2200012207,54.4700012207,40.58000183105,5.82899999619,1,0,277,0
-2366.6999511719,-345.98300170898,-1.29313004017,722,1,0,0,0,30,0,0,0,0,0,0,278,0
-405.31100463867,-2645.2900390625,111.97200012207,742,1,0,0,0,30,0,0,0,0,0,0,279,0
-1051.4399414062,-3653.8100585938,31.13520050049,743,1,0,0,0,30,0,0,0,0,0,0,280,0
-842.07598876953,-472.46200561523,-34.06560134888,762,48,0,0,0,10,0,0,0,0,0,0,281,0
-3752.8100585938,-851.55798339844,10.11530017853,802,0,0,0,0,20,0,0,0,0,0,0,282,0
-3668.3400878906,-823.83898925781,9.89914989471,803,0,0,0,0,12,0,0,0,0,0,0,283,0
-234.44400024414,319.12701416016,-47.58850097656,822,70,0,0,0,20,0,0,0,0,0,0,284,0
341.42001342773,-4684.7001953125,30.94930076599,843,1,0,0,0,30,0,0,0,0,0,0,285,0
-10487.299804688,-3256.8701171875,39.89640045166,844,0,0,0,0,30,0,0,0,0,0,0,286,0
-14457,496.45001220703,39.13919830322,862,0,0,0,0,28,0,0,0,0,0,0,287,0
-213.7200012207,370.60699462891,-35.38869857788,882,70,0,0,0,10,0,0,0,0,0,0,288,0
-6606.4799804688,-3762.1899414062,266.91000366211,902,0,0,0,0,12,0,0,0,0,0,0,289,0
1182.8800048828,840.53802490234,8.88164997101,922,209,0,0,0,0,50,50,25,0,1,0,290,0
-6790.8798828125,-2891.9499511719,8.88638973236,924,1,0,0,0,0,4.6360001564,10.59000015259,25,0,1,0,291,0
-4950.6499023438,-1625.1400146484,-3.01570010185,942,1,0,0,0,25,0,0,0,0,0,0,292,0
-4950.740234375,-1595.1400146484,-3.01570010185,943,1,0,0,0,25,0,0,0,0,0,0,293,0
-4950.6499023438,-1567.0999755859,-3.01570010185,944,1,0,0,0,25,0,0,0,0,0,0,294,0
1909.2700195312,1015.1099853516,11.51550006866,962,209,0,0,0,10,0,0,0,0,0,0,295,0
898.48199462891,922.68798828125,126.78800201416,1022,1,0,0,0,35,0,0,0,0,0,0,296,0
-7065.1098632812,-3857.4099121094,8.92940044403,1023,1,0,0,0,20,0,0,0,0,0,0,297,0
-4463.41015625,2241.2299804688,30.63360023499,1024,1,0,0,0,0,38.95999908447,64.94000244141,15,0,1,0,298,0
357.2200012207,-2106.0900878906,121.83899688721,1042,0,0,0,0,60,0,0,0,0,0,0,299,0
29.24270057678,-22.18120002747,10.52719974518,1064,249,0,0,0,30,0,0,0,0,0,0,300,0
-12412.700195312,237.25500488281,1.17940998077,1103,0,0,0,0,1.79999995232,0,0,0,0,0,0,303,0
-337.34600830078,-5.24643993378,-152.85099792481,1104,90,0,0,0,1.79999995232,0,0,0,0,0,0,304,0
-377.05599975586,44.04999923706,-156.48300170898,1105,90,0,0,0,15,0,0,0,0,0,0,305,0
-8561.5400390625,823.38299560547,106.51899719238,1125,0,0,0,0,3,0,0,0,0,0,0,306,0
-295.63900756836,-3460.6799316406,193.88400268555,1205,0,0,0,0,14,0,0,0,0,0,0,307,0
-496.85400390625,42.69290161133,-91.13179779053,1306,109,0,0,0,25,0,0,0,0,0,0,309,0
-467.52099609375,95.30829620361,-105,1326,109,0,0,0,7,0,0,0,0,0,0,310,0
4260.7299804688,-6273.6401367188,90.22889709473,1387,1,0,0,0,20,0,0,0,0,0,0,311,0
4277.580078125,-6296,95.57640075684,1388,1,0,0,0,20,0,0,0,0,0,0,312,0
-11185.099609375,-2834.6298828125,116.47399902344,1446,0,0,0,0,2,0,0,0,0,0,0,313,0
1811.0500488281,700.97601318359,15.29399967194,1447,209,0,0,0,30,20,20,20,0,0,0,314,0
-7176.6298828125,-937.6669921875,170.20599365234,1466,0,0,0,0,13,0,0,0,0,0,0,315,0
-7474.984375,-1322.09375,302.93621826172,1468,0,0,0,0,0,16,15,10,3.27999997139,1,0,316,0
73.50830078125,-215.04400634766,52.38690185547,1470,229,0,0,0,10,0,0,0,0,0,0,317,0
456.96899414063,48.36800003052,-65.27529907227,1472,230,0,0,0,12,0,0,0,0,0,0,318,0
-7921.1401367188,-2604.1799316406,223.34599304199,1506,0,0,0,0,8,0,0,0,0,0,0,319,0
596.43200683594,-188.49800109863,-50,1526,230,0,0,0,8,0,0,0,0,0,0,320,0
376.10598754883,-191.24200439453,-70.54489898682,1590,230,0,0,0,10,0,0,0,0,0,0,322,0
-6730.6801757812,-2481.080078125,280.47198486328,1606,0,0,0,0,14.5,0,0,0,0,0,0,323,0
3122.1999511719,2324.6398925781,-129.32000732422,1626,269,0,0,0,70,0,0,0,0,0,0,324,0
-78.58190155029,-401.39498901367,38.9427986145,1628,229,0,0,0,20,0,0,0,0,0,0,325,0
-907.86499023438,-3534.2399902344,83.7878036499,1646,0,0,0,0,30,0,0,0,0,0,0,326,0
-3464.7099609375,-4120.9301757812,17.0986995697,1667,1,0,0,0,9,0,0,0,0,0,0,328,0
319.97399902344,-215.18499755859,-77.95420074463,1686,230,0,0,0,10,0,0,0,0,0,0,329,0
-7286.009765625,-2125.0600585938,-272.11401367188,1726,1,0,0,0,12,0,0,0,0,0,0,330,0
-7208.419921875,-2027.0899658203,-271.73999023438,1727,1,0,0,0,12,0,0,0,0,0,0,331,0
-7170.0200195312,-1852.7900390625,-272.9880065918,1728,1,0,0,0,12,0,0,0,0,0,0,332,0
-7395.1899414062,-1735.6800537109,-279.76300048828,1729,1,0,0,0,12,0,0,0,0,0,0,333,0
-7449.8999023438,-2111.5700683594,-271.76599121094,1730,1,0,0,0,12,0,0,0,0,0,0,334,0
-7463.3500976562,-1957.6400146484,-272.53201293945,1731,1,0,0,0,12,0,0,0,0,0,0,335,0
-7509.580078125,-1946.5600585938,-270.53698730469,1732,1,0,0,0,12,0,0,0,0,0,0,336,0
-7516.8701171875,-1829.7600097656,-272.64700317383,1733,1,0,0,0,12,0,0,0,0,0,0,337,0
-7594.1201171875,-1771.6199951172,-273.61199951172,1734,1,0,0,0,12,0,0,0,0,0,0,338,0
-7748.8999023438,-1721.1400146484,-271.90899658203,1735,1,0,0,0,12,0,0,0,0,0,0,339,0
-7768.6098632812,-1957.6300048828,-272.12600708008,1736,1,0,0,0,12,0,0,0,0,0,0,340,0
-7612.5600585938,-1930.8699951172,-271.82800292969,1737,1,0,0,0,12,0,0,0,0,0,0,341,0
-7952.2001953125,-1792.0100097656,-272.89300537109,1738,1,0,0,0,12,0,0,0,0,0,0,342,0
-7895.2900390625,-1623.6199951172,-269.70700073242,1739,1,0,0,0,12,0,0,0,0,0,0,343,0
-7874.1801757812,-1806.3000488281,-271.45901489258,1740,1,0,0,0,12,0,0,0,0,0,0,344,0
411.61700439453,-201.64599609375,-65.14459991455,1746,230,0,0,0,10,0,0,0,0,0,0,345,0
-7308.7133789062,-2001.4731445312,-272.45050048828,1766,1,0,0,0,12,0,0,0,0,0,0,346,0
690.51800537109,-280.05200195313,-43.19689941406,1786,230,0,0,0,7,0,0,0,0,0,0,347,0
471.14199829102,-9.3437795639,-69.79930114746,1826,230,0,0,0,10,0,0,0,0,0,0,349,0
1380.1500244141,-554.60400390625,-89.6429977417,1827,230,0,0,0,20,0,0,0,0,0,0,350,0
497.39898681641,13.23190021515,-70.13719940186,1828,230,0,0,0,10,0,0,0,0,0,0,351,0
6818.5600585938,-391.73498535156,40.12300109863,1906,1,0,0,0,50,0,0,0,0,0,0,352,0
845.91101074219,-317.36898803711,-50.28680038452,1926,230,0,0,0,10,0,0,0,0,0,0,353,0
70.86109924316,-409.01400756836,64.34770202637,1946,229,0,0,0,10,0,0,0,0,0,0,354,0
4988.9702148438,547.00201416016,5.37929010391,1966,1,0,0,0,11,0,0,0,0,0,0,355,0
91.08540344238,-408.37399291992,64.34770202637,1986,229,0,0,0,10,0,0,0,0,0,0,356,0
109.60800170898,-415.69799804688,64.34770202637,1987,229,0,0,0,10,0.33329999447,0.33329999447,0.33329999447,0,0,0,357,0
153.76300048828,-419.8330078125,110.47200012207,2026,229,0,0,0,20,0,0,0,0,0,0,358,0
102.43000030518,-319.1669921875,65.46350097656,2046,229,0,0,0,10,0,0,0,0,0,0,359,0
75.26219940186,-547.67901611328,110.92800140381,2066,229,0,0,0,30,0,0,0,0,0,0,360,0
26.45829963684,-522.47100830078,110.94300079346,2067,229,0,0,0,15,0,0,0,0,0,0,361,0
25.9284992218,-299.32501220703,24.10950088501,2068,229,0,0,0,0,20,20,20,0,1,0,362,0
76.02700042725,10.50430011749,-4.29658985138,2166,369,0,0,0,0,9.41699981689,19,20.63999938965,0,1,0,364,0
80.16329956055,2490.8798828125,-1.85693001747,2171,369,0,0,0,10,0,0,0,0,0,0,365,0
-8350.7998046875,506.66500854492,89.04219818115,2173,0,0,0,0,0,16,16,16,0.65990000963,1,0,366,0
-4840.259765625,-1330.4599609375,508.17199707031,2175,0,0,0,0,10,0,0,0,0,0,0,367,0
3673.6000976562,-3633.8701171875,139.94299316406,2187,329,0,0,0,5,0,0,0,0,0,0,368,0
5483.8999023438,-749.88098144531,334.62100219727,2206,1,0,0,0,30,0,0,0,0,0,0,369,0
