ID,Pos_0,Pos_1,Pos_2,MapID
7262,-9005.400390625,928.81500244141,68.08239746094,0
7263,-307.16000366211,-1772.8900146484,62.24110031128,870
7264,-9004.4443359375,870.625,64.86025238037,0
7266,-9016.9404296875,877.29400634766,148.6190032959,0
7267,-8233.009765625,415.66799926758,118.04399871826,0
7268,-8212.4296875,399.02398681641,117.63600158691,0
7269,-8186.1499023438,413.64599609375,117.1129989624,0
7270,-8191.0200195312,449.61999511719,116.81099700928,0
7271,-8208.73046875,451.0299987793,117.6549987793,0
7272,-8223.4296875,451.32598876953,117.46399688721,0
7273,-9443.3095703125,-958.35998535156,111.01000213623,1
7274,5534.080078125,-3624.6899414062,1567.0400390625,1
7275,5541.509765625,-3587.830078125,1567.9300537109,1
7276,-8209.330078125,428.63500976563,117.46499633789,0
7277,-4890.0698242188,-6626.740234375,10.28460025787,0
7278,-4454.7700195312,3806.1298828125,-82.45909881592,0
7279,-369.2080078125,1058.7299804688,21.771900177,732
7280,-343.93399047852,1030.0200195312,22.28809928894,732
7281,974.92102050781,566.76800537109,-47.51630020142,646
7282,965.33697509766,577.083984375,-44.26079940796,646
7283,-311.70999145508,-1776.8199462891,62.6702003479,870
7284,-9023.4599609375,952.32598876953,68.33709716797,0
7285,5807.75,588.34997558594,660.94000244141,571
7286,5718.9501953125,719.59997558594,641.72698974609,571
7287,-9005.9599609375,965.13500976563,68.22290039063,0
7288,-4031.2399902344,-11569.599609375,-138.29899597168,530
7289,-4047.9399414062,-11569.200195312,-138.49299621582,530
7290,7415.1098632812,46.24000167847,2.75999999046,1
7293,-275.21899414063,931.87298583984,84.37999725342,530
7294,-8988.7001953125,942.4580078125,68.13189697266,0
7295,-1824.3199462891,5417.2299804688,-12.43000030518,530
7296,-1839.9200439453,5500.7900390625,-12.42720031738,530
7297,12803.700195312,-6907.3798828125,41.11640167236,530
7298,-1894.2399902344,5387.8500976562,-12.42669963837,530
7299,-9036.23046875,1004.5300292969,73.93900299072,0
7300,3841.7199707031,-4013.7700195312,26.71789932251,1116
7301,3613.5600585938,-4061.2199707031,6.84188985825,1116
7302,3675.3601074219,-3978.8400878906,24.92040061951,1116
7303,-4613.7099609375,-915.28698730469,501.06201171875,0
7304,3734.9499511719,-4042.9099121094,44.81859970093,1116
7305,-9053.8603515625,991.80499267578,73.99990081787,0
7306,-13.49310016632,6756.6098632812,53.51350021362,1220
7307,-13.54139995575,6756.7299804688,53.5152015686,1220
7308,-9068.580078125,1011.8800048828,73.59269714355,0
7309,728.16802978516,-445.57400512695,14.94540023804,1643
7314,-930.14898681641,4547.7202148438,729.22998046875,1220
7315,828.24102783203,176.80499267578,519.93499755859,870
7316,-4606.3598632812,-929.10900878906,501.06900024414,0
7317,-270.26998901367,934.54998779297,84.37999725342,530
7318,-4839.4301757812,-1320.0899658203,501.86801147461,0
7319,69.22769927979,10.39319992065,-4.29664993286,369
7320,4.62962007523,28.13899993896,-3.45693993568,369
7321,4.62940979004,2510.419921875,-3.27041006088,369
7322,1132.5300292969,-524.58801269531,17.53420066834,1643
7323,1154.1999511719,-529.19799804688,17.69449996948,1643
7324,1149.6500244141,-538.03497314453,17.69459915161,1643
7325,-8646.23046875,1331.6300048828,5.69915008545,0
7326,1020.5599975586,-659.00701904297,6.48783016205,1643
7327,-8293.919921875,1405.7099609375,4.4330701828,0
7328,-3863.5700683594,-652.81097412109,5.42934989929,0
7329,-4005.5500488281,-4729.66015625,4.72207021713,1
7330,-3684.8798828125,-600.22698974609,4.35799980164,0
7331,589.74597167969,-5103.83984375,5.2604598999,571
7332,-14284.5,557.97900390625,8.68416976929,0
7333,-996.90600585938,-3829.7700195312,5.59738016129,1
7334,2836.4099121094,4022.5600585938,4.87723016739,571
7335,2629.9099121094,938.416015625,4.63339996338,571
