ID,PathID,LegIndex,LoadingScreenID,Locx_0,Locx_1,Locx_2,Locx_3,Locx_4,Locx_5,Locx_6,Locx_7,Locx_8,Locx_9,Locy_0,Locy_1,Locy_2,Locy_3,Locy_4,Locy_5,Locy_6,Locy_7,Locy_8,Locy_9
101,241,0,0,0.20965692401,0.35129117966,0.47127041221,0.64786505699,0.84290987253,0,0,0,0,0,0.42260444164,0.40017902851,0.33549582958,0.18813717365,0.24837815762,0,0,0,0,0
102,241,1,0,0.84238272905,0.68634688854,0.4701397717,0.36242207885,0.20965692401,0,0,0,0,0,0.24930489063,0.17238181829,0.34152334929,0.39480751753,0.42506140471,0,0,0,0,0
123,285,0,0,0.84976279736,0.65524512529,0.54138112068,0.38288289309,0.21855145693,0,0,0,0,0,0.26876735687,0.40407782793,0.47544020414,0.40153849125,0.48157250881,0,0,0,0,0
124,285,1,0,0.22109276056,0.38270953298,0.56668424606,0.84976279736,0,0,0,0,0,0,0.48402947187,0.41427248716,0.46153843403,0.26598703861,0,0,0,0,0,0
143,301,0,0,0.85028994083,0.6773853302,0.56193989515,0.38165524602,0.22236341238,0,0,0,0,0,0.26506024599,0.33549582958,0.46709918976,0.41519927979,0.47174447775,0,0,0,0,0
144,301,1,0,0.21982210875,0.37738245726,0.5682656765,0.74644172192,0.84923565388,0,0,0,0,0,0.47665846348,0.41769039631,0.46709918976,0.25301206112,0.26506024599,0,0,0,0,0
145,292,0,0,0.8534528017,0.75065892935,0.63626778126,0.53927254677,0.37269371748,0.21473951638,0,0,0,0,0.38554215431,0.36886006594,0.41427248716,0.46524560452,0.40222430229,0.38574939966,0,0,0,0
146,292,1,0,0.21092757583,0.37691092491,0.54296255112,0.6800211072,0.76278334856,0.8534528017,0,0,0,0,0.38574939966,0.39759033918,0.27340131998,0.30120480061,0.37071365118,0.38368862867,0,0,0,0
147,295,0,0,0.84215974808,0.77927458286,0.65438371897,0.53621345758,0.47141042352,0.31766200066,0.19378238916,0.16728627682,0,0,0.45547223091,0.44461536407,0.40049141645,0.49385750294,0.65847665071,0.71007370949,0.66769230366,0.59681290388,0,0
148,295,1,0,0.16265025735,0.21968911588,0.33056995273,0.47141042352,0.65311306715,0.77763658762,0.84320741892,0,0,0,0.59724569321,0.71076923609,0.74153846502,0.69041764736,0.71007370949,0.62162160873,0.45546853542,0,0,0
163,302,0,0,0.22236341238,0.34922280908,0.43456164002,0.61753493547,0.82031071186,0,0,0,0,0,0.47665846348,0.51846152544,0.64864861965,0.70270270109,0.58177673817,0,0,0,0,0
164,302,1,0,0.83005183935,0.78017789125,0.73951715231,0.59593391418,0.41931384802,0.21982210875,0,0,0,0,0.56923079491,0.49140048027,0.33415234089,0.27027028799,0.38820636272,0.48648649454,0,0,0,0
165,967,0,0,0.82590675354,0.61245232821,0.4256670773,0.3575129509,0.27461141348,0.19067357481,0.1779396534,0,0,0,0.32461535931,0.25061422586,0.39066338539,0.67230772972,0.72461539507,0.66615384817,0.60192620754,0,0,0
166,967,1,0,0.17720207572,0.20310880244,0.27979275584,0.39274612069,0.51080048084,0.53240150213,0.64421856403,0.82590675354,0,0,0.6046153903,0.68769228458,0.72923076153,0.70461535454,0.60687959194,0.50122851133,0.40786242485,0.32461535931,0,0
167,965,0,0,0.8313125968,0.78861361742,0.7791249156,0.71797573566,0.5856615901,0.47337901592,0.43542435765,0,0,0,0.34105652571,0.42446708679,0.55977755785,0.65894347429,0.70713627338,0.73586654663,0.79610753059,0,0,0
168,965,1,0,0.43489721417,0.50289928913,0.64839220047,0.77332627773,0.77648919821,0.82973116636,0,0,0,0,0.79425394535,0.71547728777,0.69972193241,0.59128820896,0.41241890192,0.33827620745,0,0,0,0
173,712,0,0,0.40686783195,0.40207254887,0.36373057961,0.29136314988,0.21982210875,0,0,0,0,0,0.79454255104,0.65999996662,0.535384655,0.47833067179,0.48402947187,0,0,0,0,0
174,712,1,0,0.21855145693,0.27586206794,0.32873561978,0.29885056615,0.40790843964,0,0,0,0,0,0.48402947187,0.48885589838,0.57652306557,0.69539380074,0.79614770412,0,0,0,0,0
176,737,1,0,0.82590675354,0.72068965435,0.66666668653,0.58831006289,0,0,0,0,0,0,0.56769227982,0.62555718422,0.71173846722,0.76412773132,0,0,0,0,0,0
178,810,0,0,0.43218392134,0.44482758641,0.36524453759,0.34215199947,0.21473951638,0,0,0,0,0,0.7860326767,0.6849925518,0.56179773808,0.38217800856,0.383292377,0,0,0,0,0
179,810,1,0,0.21601016819,0.34482759237,0.31839081645,0.43103447556,0,0,0,0,0,0,0.38574939966,0.43833583593,0.65824663639,0.78306090832,0,0,0,0,0,0
208,2265,0,0,0.22109276056,0.38850575686,0.54827588797,0.65977013111,0.78031086922,0.91088080406,0,0,0,0,0.47420150042,0.40564638376,0.47251117229,0.38484400511,0.38461536169,0.43846154213,0,0,0,0
209,2204,1,0,0.22109276056,0.40804597735,0.55172413588,0.66206896305,0.77382463217,0,0,0,0,0,0.47665846348,0.41604757309,0.47696882486,0.36701339483,0.39066338539,0,0,0,0,0
215,3262,0,0,0.21855145693,0.32274460793,0.49301144481,0.53886008263,0,0,0,0,0,0,0.48402947187,0.37346434593,0.32923835516,0.18461537361,0,0,0,0,0,0
216,3465,0,324,0.25885909796,0.26285299659,0.28457638621,0.28964519501,0.31209269166,0.31933382154,0.35771179199,0.37291818857,0.37128579617,0,0.62298643589,0.65481173992,0.66631799936,0.69456064701,0.6694560647,0.62029290199,0.60983264446,0.57531380653,0.54023218155,0
245,3548,0,0,0.82487046719,0.71606218815,0.61753493547,0.54196894169,0,0,0,0,0,0,0.3261538744,0.29692310095,0.1842752099,0.17076921463,0,0,0,0,0,0
264,3567,0,324,0.37128075957,0.36483669281,0.35441279411,0.34676858783,0.35649755597,0.37943014503,0.40514245629,0.41904100776,0.43902537227,0,0.54022264481,0.4702308774,0.45078980923,0.42284327745,0.39246660471,0.40583235025,0.39489674568,0.39975696802,0.38738960028,0
265,3568,0,324,0.43902537227,0.46838080883,0.48505908251,0.49131339788,0.49756774306,0.49392303824,0,0,0,0,0.38738960028,0.38639122248,0.37302553654,0.34872418642,0.33535844088,0.30677878857,0,0,0,0
266,3569,0,324,0.49896106124,0.51216119528,0.51216119528,0.53092426062,0.57331478596,0.60111188889,0.61640030146,0.63863795996,0.64628213644,0.63330841064,0.31433606148,0.30498176813,0.27946537733,0.26852977276,0.2818955183,0.25151884556,0.21992707253,0.20656138659,0.1883353591,0.18838167191
267,3570,0,324,0.58460748196,0.60597634315,0.57539957762,0.54482281208,0.52536481619,0.51285612583,0.49896106124,0,0,0,0.18838167191,0.23693805933,0.2818955183,0.27825027704,0.26852977276,0.27703523636,0.27403068542,0,0,0
268,3571,0,324,0.49896106124,0.49339818954,0.49826267362,0.51355105639,0.50903713703,0,0,0,0,0,0.27403068542,0.30255162716,0.32806801796,0.35236936808,0.37479412556,0,0,0,0,0
269,3572,0,324,0.50903713703,0.46629604697,0.43641418219,0.42807504535,0.3961084187,0.37943014503,0.3713311553,0,0,0,0.37479412556,0.38274604082,0.39246660471,0.44592952728,0.47266101837,0.50668287277,0.54004627466,0,0,0
270,3573,0,324,0.3713311553,0.33842945099,0.30437803268,0.33495482802,0.3412091732,0.32105627656,0.30785268545,0.29576078057,0,0,0.54004627466,0.54799515009,0.55893075466,0.53827464581,0.5042527318,0.46294045448,0.45078980923,0.4614507556,0,0
271,3574,0,326,0.68536794186,0.64072275162,0.60667127371,0.55177205801,0.4954829812,0.42043086886,0.40097290277,0.37039610744,0.34949970245,0,0.53853482008,0.53827464581,0.55285537243,0.52247869968,0.46658563614,0.41555285454,0.38031589985,0.36816525459,0.34960329533,0
272,3575,0,326,0.34949970245,0.40375259519,0.41765114665,0.51355105639,0.57748436928,0.61223071814,0.65253651142,0.68536794186,0,0,0.34960329533,0.38274604082,0.41555285454,0.47995138168,0.53584444523,0.55528557301,0.53827464581,0.53853482008,0,0
290,737,0,0,0.58576875925,0.64367818832,0.71191710234,0.78526049852,0.84827584028,0,0,0,0,0,0.76658475399,0.73254084587,0.65384614468,0.6240786314,0.57057952881,0,0,0,0,0
291,0,0,198,0.40904715657,0.43888354301,0.39557266235,0.26564005017,0.23387873173,0.09239653498,0.06641001254,0.08565928787,0,0,0.48039215803,0.48856210709,0.58823525906,0.6062091589,0.80065357685,0.76960784197,0.63071894646,0.59967321157,0,0
292,0,0,198,0.41193455458,0.41867178679,0.38594803214,0.34359961748,0.33493745327,0,0,0,0,0,0.48202615976,0.46078431606,0.4150326848,0.41339868307,0.38725489378,0,0,0,0,0
293,0,0,0,0.58638083935,0.61018288136,0.63398486376,0.65778684616,0.68158888817,0.70444512367,0.72730135918,0.75015759468,0.77301388979,0,0.22072935104,0.23416504264,0.24760074914,0.26103645563,0.27447214723,0.28790783882,0.30134356022,0.31477925181,0.32821494341,0
296,503,0,0,0.08620689809,0.06206896529,0.07126437128,0.1114942506,0.14367815852,0.16899618506,0,0,0,0,0.59286773205,0.60772657394,0.64933133125,0.63893020153,0.58692419529,0.57739555836,0,0,0,0
297,503,1,0,0.16518424451,0.12528735399,0.09540230036,0.06091954187,0.0586206913,0.08505747467,0,0,0,0,0.57985258102,0.62109959126,0.67013370991,0.65973258018,0.61961364746,0.59286773205,0,0,0,0
298,964,0,0,0.85181349516,0.77701151371,0.77586209774,0.67471265793,0.58620691299,0,0,0,0,0,0.43230772018,0.46508175135,0.62258541584,0.70430910587,0.73848438263,0,0,0,0,0
299,964,1,0,0.58831006289,0.69425284863,0.78850573301,0.77471262217,0.83354508877,0,0,0,0,0,0.77886974812,0.67310547829,0.58395242691,0.46062409878,0.42260444164,0,0,0,0,0
1274,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,0,0,0,0.92040061951,0.85661572218,0.764364779,0.69688981771,0.61676329374,0,0,0,0,0,0.56441152096,0.60426318645,0.63762742281,0.6107506752,0.54772937298,0,0,0,0,0
1313,0,0,0,0.5586206913,0.57586205006,0.63103449345,0.71724140644,0.77241379023,0.84597700834,0,0,0,0,0.52005946636,0.46953940392,0.41307580471,0.42347699404,0.37592869997,0.35066866875,0,0,0,0
1314,0,0,0,0.5586206913,0.51609194279,0.4413793087,0.36206895113,0.30114942789,0.21982210875,0,0,0,0,0.52451705933,0.45616644621,0.42347699404,0.45319467783,0.49182766676,0.48402947187,0,0,0,0
