ID,AvgSegLen,NoiseScale,TexCoordScale,SegDuration,SegDelay,Flags,JointCount,JointOffsetRadius,JointsPerMinorJoint,MinorJointsPerMajorJoint,MinorJointScale,MajorJointScale,JointMoveSpeed,JointSmoothness,MinDurationBetweenJointJumps,MaxDurationBetweenJointJumps,WaveHeight,WaveFreq,WaveSpeed,MinWaveAngle,MaxWaveAngle,MinWaveSpin,MaxWaveSpin,ArcHeight,MinArcAngle,MaxArcAngle,MinArcSpin,MaxArcSpin,DelayBetweenEffects,MinFlickerOnDuration,MaxFlickerOnDuration,MinFlickerOffDuration,MaxFlickerOffDuration,PulseSpeed,PulseOnLength,PulseFadeLength,Alpha,Red,Green,Blue,BlendMode,RenderLayer,WavePhase,TimePerFlipFrame,VariancePerFlipFrame,TextureParticleFileDataID,StartWidth,EndWidth,WidthScaleCurveID,NumFlipFramesU,NumFlipFramesV,SoundKitID,ParticleScaleMultiplier,ParticleEmissionRateMultiplier,Field_11_0_0_54210_054,SpellChainEffectID_0,SpellChainEffectID_1,SpellChainEffectID_2,SpellChainEffectID_3,SpellChainEffectID_4,SpellChainEffectID_5,SpellChainEffectID_6,SpellChainEffectID_7,SpellChainEffectID_8,SpellChainEffectID_9,SpellChainEffectID_10,TextureCoordScaleU_0,TextureCoordScaleU_1,TextureCoordScaleU_2,TextureCoordScaleV_0,TextureCoordScaleV_1,TextureCoordScaleV_2,TextureRepeatLengthU_0,TextureRepeatLengthU_1,TextureRepeatLengthU_2,TextureRepeatLengthV_0,TextureRepeatLengthV_1,TextureRepeatLengthV_2,TextureFileDataID_0,TextureFileDataID_1,TextureFileDataID_2
1,2.77999997139,0.03999999911,1,1000,300,68,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60699987411,8,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.5,0.5,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186198,0,0
2,2.77999997139,0.00100000005,1.65999996662,2000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.65999996662,1,1,0,0,0,2,0,0,0,0,0,186195,0,0
3,2.77999997139,0.00999999978,-2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,2,0,0,0,0,0,186189,0,0
4,2.77999997139,0.00999999978,-2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,2,0,0,0,0,0,186202,0,0
5,2.77999997139,0.00999999978,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186214,0,0
6,2.77999997139,0.04500000179,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186205,0,0
7,2.77999997139,0.02999999933,1,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.5,0.5,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,186211,0,0
8,2.77999997139,0.00999999978,-2,1000,200,68,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,4,1,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,2,0,0,0,0,0,186214,0,0
9,2.77999997139,0.00999999978,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186202,0,0
10,2.77999997139,0.00999999978,2,1000,200,4,0,0,3,3,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,0,0.06599999964,0.00999999978,0,0.25,0.25,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186185,0,0
11,2.77999997139,0.00999999978,2,1000,200,4,0,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,2,0,0,0.06599999964,0.00999999978,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,186208,0,0
