ID,Name,Pos_0,Pos_1,Pos_2,LookAt_0,LookAt_1,LookAt_2,Up_0,Up_1,Up_2,UiCameraTypeID,AnimID,AnimFrame,AnimVariation,Flags
4,til,0,-0.04604984075,-0.71052539349,-2.47466492653,0,0,0,0,0,7,1,897,1,0
7,"Test 123",-0.24173140526,0.0268128626,-1.05303442478,0,0,0,0,0,0,7,0,-1,-1,0
9,Tilt,-1.94958603382,0.01543986145,0.52099657059,-0.00670552254,-0.05730704218,0.55680960417,3.4501183033,0,0,7,0,-1,-1,0
10,"New Test",0,0.05263093486,-0.19736839831,1.09999918938,-0.65249997377,0,0,0,0,7,0,-1,-1,1
11,"Test 15",-4.04920196533,-2.72517681122,-0.13373142481,0.16453686357,-0.00318684801,0.0023534894,0,0,0,7,0,-1,-1,0
14,"Tilt 4",-2.12398386002,-0.73098582029,0.64616429806,0.11769361794,0.08873368055,0.68210321665,3.4501183033,0,0,7,0,-1,-1,0
18,"Test 18",-1.50494945049,2.45540523529,0.18705523014,0.16226688027,-0.00684682652,0.11411219835,0,0,0,7,0,-1,-1,0
19,"Test 19",-1.11141932011,0.87593984604,1.95451283455,0.16453686357,-0.00318684801,0.0023534894,0,0,0,7,0,-1,-1,0
20,"Test 20",-4.04920196533,-2.72517681122,-0.13373142481,0.16453686357,-0.00318684801,0.0023534894,0,0,0,7,0,-1,-1,0
21,"Test 21",-2.16332960129,-0.20978587866,0.52607989311,0.02576783299,-0.04568773136,0.75710946321,0,0,0,7,0,-1,-1,0
25,"Test 22",2.52855634689,-0.01315709762,0.53289484978,0,-0.01315709762,0.53289484978,0,0,0,7,0,-1,-1,0
26,"Test 1111",-1.85381007195,-0.99773162603,0.36612665653,0.41684916615,0.3173045218,0.00267034769,0,0,0,7,0,-1,-1,0
33,"Test th2",2.5,0.01973799244,-1.37500047684,-0.64000117779,0,0,0,0,0,9,0,-1,-1,0
34,"test th3",2.25,-0.14473673701,-1.38157880306,0.45226684213,0,0,0,0,0,9,0,-1,-1,0
35,"test 161",0,-0.23684173822,-0.92105293274,-0.51750004292,0,0,0,0,0,7,0,-1,-1,0
36,"test new",0,0,0,0,0,0,0,0,0,7,0,-1,-1,0
37,"Test New deleteme",-1.94958603382,0.01543986145,0.52099657059,-0.00670552254,-0.05730704218,0.55680960417,3.4501183033,0,0,7,0,-1,-1,0
42,"Ashbringer Test",0,-0.00657857535,-0.1973682642,1.07194542885,-1.16692614555,0,0,0,0,14,0,-1,-1,0
43,"Ashbringer Test 2",0.19625797868,-2.49901342392,-0.00457891356,0.4078938365,-0.04616412148,0.04322588444,1.43359994888,0,0,14,0,-1,-1,0
44,"Ashbringer Test 3",-5.97390317917,-2.88103175163,-2.18161058426,0.32104769349,0.15591335297,-0.13261833787,1.44823145866,0,0,14,0,-1,-1,0
45,"Ashbringer Test 4",0.35185939074,-2.1833729744,0.23358348012,0.41599428654,-0.01953006722,0.05070503801,1.43360078335,0,0,14,0,-1,-1,0
46,"pet loadout test",0.54273158312,0.03709208965,1.25634098053,-0.25442361832,0.02322938852,1.06646811962,0,0,0,11,0,-1,-1,0
47,"pet card test",1.35925161839,-0.01315874327,0.9999999404,0,-0.01315874327,0.9999999404,0,0,0,12,0,-1,-1,0
48,"Res Test",0,-0.76973795891,-0.98026359081,0.75000029802,0,0,0,0,0,7,0,-1,-1,0
50,"Rotation Test",3.56226944923,0.02940490842,0.05567216128,-0.34991624951,0.02483107336,0.00808900967,0,0,0,7,0,-1,-1,0
60,Artifact-DruidResto-Crystalline,1.76315772533,0.02389120497,-0.98026257753,-1.53380918503,-1.68814873695,0.2374547869,0,0,0,14,0,-1,-1,0
61,Artifact-DruidResto-Base,1.65131354332,0.18106290698,-1.04919779301,-0.63095444441,-1.23477101326,-0.08141296357,0,0,0,14,0,-1,-1,0
62,Artifact-PaladinRet-Base,0.33552578092,-0.11842236668,-0.14473709464,1.68552029133,-0.44856667519,0,0,0,0,14,0,-1,-1,0
63,Artifact-PaladinRet-Fire,-0.3289475441,0.05920981616,-0.11841992289,1.57702076435,-0.3805526495,-0.16961117089,0,0,0,14,0,-1,-1,0
64,Artifact-PaladinRet-Lightning,-0.25,-0.18421018124,-0.19736869633,1.41362595558,-0.42130872607,0,0,0,0,14,0,-1,-1,0
65,Artifact-PaladinRet-Purified,-0.6513158679,-0.06250183284,-0.17434322834,1.50546753407,-0.47569215298,0.01356933825,0,0,0,14,0,-1,-1,0
66,Artifact-PaladinRet-Shadow,0.01973717846,0.02414931916,-0.11930253357,1.46795547009,-0.4757398665,0,0,0,0,14,0,-1,-1,0
67,Artifact-DruidResto-Owl,1.75,-0.83189123869,-0.59595072269,-4.66836690903,-0.49279212952,-0.94143688679,0,0,0,14,0,-1,-1,0
68,Artifact-DruidResto-Elder,1.48684120178,0.3881572485,-1.04605269432,1.66219127178,-2.00141310692,-2.70021510124,0,0,0,14,0,-1,-1,0
69,Artifact-DruidResto-Nightmare,1.86841928959,0.4399908185,-1.00490105152,-1.71315777302,-1.09846568108,0.68960160017,0,0,0,14,0,-1,-1,0
70,Artifact-DruidResto-Winged,1.90131497383,0.40837791562,-0.99037289619,-1.43916404247,-1.29554736614,0,0,0,0,14,0,-1,-1,0
71,"Artifact-WarriorProt-Base (Sword)",-1.42105221748,-0.6065043807,-0.52498096228,-5.24437093735,-5.08155107498,-0.06106075644,0,0,0,14,0,-1,-1,0
72,Artifact-DemonHunterHavoc-Base,1.41447257996,0.07590097189,-0.10133375227,1.60659599304,-0.49614182115,-0.7628736496,0,0,0,14,0,-1,-1,0
73,Artifact-DemonHunterHavoc-DemonFused,0.79605203867,0.16888833046,-0.18341417611,1.59970724583,-0.51670962572,-0.44468763471,0,0,0,14,0,-1,-1,0
75,Artifact-DemonHunterHavoc-Fanged,0.75,0.16712386906,-0.15572923422,1.42734014988,-0.49608013034,-0.27021986246,0,0,0,14,0,-1,-1,0
76,Artifact-DemonHunterHavoc-Empowered,0.72368490696,0.13775917888,-0.13775987923,1.55638718605,-0.48934569955,-0.78973853588,0,0,0,14,0,-1,-1,0
77,Artifact-DemonHunterHavoc-Flame,0.69078916311,0.01973807812,-0.20394563675,1.53600120544,-0.46215909719,0.02039001137,0,0,0,14,0,-1,-1,0
79,TestShit,-0.75225162506,-3.73665904999,-1.14022636414,-0.01912746578,0.05818009377,-0.42833077908,0.31401503086,0,0,14,0,-1,-1,0
82,Default-Human-Male-R,3.26973676682,-0.04605189711,-1.82894706726,0.22618974745,0,0,0,0,0,9,0,-1,-1,0
83,Default-Human-Male-L,3.26973628998,0.05263291299,-1.82894706726,-0.38207045197,0,0,0,0,0,9,0,-1,-1,0
84,Default-Human-Female-R,3.26973772049,-0.02631500363,-1.69736671448,0.31010577083,0,0,0,0,0,9,0,-1,-1,0
85,Default-Human-Female-L,3.28947401047,0.02631643414,-1.690787673,-0.30554223061,0,0,0,0,0,9,0,-1,-1,0
86,Default-Orc-Male-R,2.52631568909,-0.07236582786,-1.84210538864,0.27300474048,0,0,0,0,0,9,0,-1,-1,0
87,Default-Orc-Male-L,2.42763090134,0.13158011436,-1.80921185017,-0.25730866194,0,0,0,0,0,9,0,-1,-1,0
88,Default-Orc-Female-R,3.21710443497,-0.01973912492,-1.80263113976,0.1565708071,0,0,0,0,0,9,0,-1,-1,0
89,Default-Orc-Female-L,3.34210586548,0.03947467357,-1.82894587517,-0.36127758026,0,0,0,0,0,9,0,-1,-1,0
90,Default-Dwarf-Male-R,2.83552598953,-0.06578766555,-1.27631521225,0.34765926003,0,0,0,0,0,9,0,-1,-1,0
91,Default-Dwarf-Male-L,2.71052527428,0.01973753236,-1.26973605156,-0.29876255989,0,0,0,0,0,9,0,-1,-1,0
92,Default-Dwarf-Female-L,3.3486828804,0.01973792724,-1.29604923725,-0.2882014811,0,0,0,0,0,9,0,-1,-1,0
93,Default-Dwarf-Female-R,3.32236742973,-0.01973578706,-1.29604887962,0.29011702538,0,0,0,0,0,9,0,-1,-1,0
94,Default-Gnome-Male-R,2.90789318085,-0.02631732449,-0.78289294243,0.37891706824,0,0,0,0,0,9,0,-1,-1,0
95,Default-Gnome-Male-L,2.89473295212,0.01315710507,-0.80920803547,-0.22167812288,0,0,0,0,0,9,0,-1,-1,0
96,Default-Gnome-Female-L,3.21052312851,0.03289371729,-0.78947114944,-0.25330072641,0,0,0,0,0,9,0,-1,-1,0
97,Default-Gnome-Female-R,3.22368097305,-0.03947419673,-0.78947037458,0.28551381826,0,0,0,0,0,9,0,-1,-1,0
98,Default-NightElf-Male-L,3.0657851696,0.06578876078,-2.18420791626,-0.2931650281,0,0,0,0,0,9,0,-1,-1,0
99,Default-NightElf-Male-R,3.08552265167,-0.07894522697,-2.19078731537,0.33453533053,0,0,0,0,0,9,0,-1,-1,0
100,Default-NightElf-Female-L,3.08552122116,0.00328977872,-2.06249594688,-0.30194815993,0,0,0,0,0,9,0,-1,-1,0
