ID,GeoBox_0,GeoBox_1,GeoBox_2,GeoBox_3,GeoBox_4,GeoBox_5,FileDataID,ObjectEffectPackageID,OverrideLootEffectScale,OverrideNameScale,AlternateDisplayType,ClientCreatureDisplayInfoID,ClientItemID,Field_11_0_0_54210_008
1,-0.26073300838,-0.45122900605,0.00741800014,0.26061698794,0.44936001301,0.68641400337,196979,0,0,0,0,0,0,0
2,-0.32545500994,-0.33729401231,0.00148700003,0.35079100728,0.31053099036,0.99064600468,199426,0,0,0,0,0,0,0
3,-5.35870504379,-6.20687294006,-0.01855400018,7.33182287216,6.69399118423,14.53023433685,190175,0,0,0,0,0,0,0
4,-0.31981000304,-0.9864000082,0.00453000003,1.09441900253,0.99390298128,2.80294108391,198634,0,0,0,0,0,0,0
5,-0.7655159831,-1.65267395973,-0.30177301168,0.05226299912,1.62819194794,4.4329252243,200640,0,0,0,0,0,0,0
6,-3.31169700623,-3.93709301949,-1.00011897087,3.20544695854,4.16776418686,11.9430437088,189908,0,0,0,0,0,0,0
7,-0.26655599475,-0.26455301046,0.00271399994,0.25674399734,0.26863199472,0.65079700947,189821,0,0,0,0,0,0,0
8,-0.30524200201,-0.69880199432,-0.00598399993,0.3033080101,0.6900870204,0.4676400125,198238,0,0,0,0,0,0,0
9,-1.23473501205,-0.58002400398,-0.03521500155,0.42883300781,0.81566900015,1.01848304272,199567,0,0,0,0,0,0,0
10,-0.39366999269,-0.59081602097,0.01219800021,0.39355400205,0.58895498514,0.63073199987,196976,0,0,0,0,0,0,0
11,-1.63276994228,-0.54713499546,-0.21628400683,1.46970200539,0.56849002838,1.01225101948,198445,0,0,0,0,0,0,0
12,-0.11186700314,-0.35378998518,-0.29885798693,0.11960399896,0.38613200188,2.00865888596,189541,0,0,0,0,0,0,0
13,-2.81626009941,-0.41878300905,-1.70881998539,0.04106700048,0.41878300905,1.70881998539,197807,0,0,0,0,0,0,0
14,-0.28028181195,-0.33531877398,-0.04297370464,0.28068399429,0.39686518908,0.493401438,198343,0,0,0,0,0,0,0
15,-0.10644499958,-0.68075197935,0.80249500275,0.22540000081,0.70494300127,2.80600094795,199424,0,0,0,0,0,0,0
17,-0.21421599388,-0.50672399998,-1.65218698978,0.1162019968,0.52248001099,2.49742698669,199421,0,0,0,0,0,0,0
18,-0.42892301083,-0.76377099752,0.00334500009,0.42892301083,0.76400601864,0.50334501266,190543,0,0,0,0,0,0,0
19,-0.21944400668,-0.50833302736,-0.14763200283,0.21944400668,0.50833302736,1.42611300945,189534,0,0,0,0,0,0,0
20,-1.69288098812,-1.06363904476,-0.01046499982,1.69288098812,1.00425803661,0.666918993,189528,0,0,0,0,0,0,0
21,-0.20790199935,-0.24486400187,0,0.20705899596,0.23429200053,0.550984025,199180,0,0,0,0,0,0,0
22,0.41762900352,-0.98487502337,2.66095805168,0.65070199966,1.2925850153,3.51898407936,198479,0,0,0,0,0,0,0
25,-2.0301129818,-3.05541396141,-0.23933400214,2.5925090313,3.02322888374,9.04052257538,199571,0,0,0,0,0,0,0
26,-0.0902889967,-0.80762499571,3.46315693855,0.09029000252,0.86485797167,3.90738201141,198478,0,0,0,0,0,0,0
27,-0.16611999273,-0.84656000137,2.84608101845,0.1661169976,1.40983295441,3.90665507317,198476,0,0,0,0,0,0,0
28,-1.4279910326,-1.99141800404,-0.55690997839,1.43657004833,1.53928303719,2.26265501976,196975,0,0,0,0,0,0,0
30,-0.35589298606,-0.34772399068,-0.00038899999,0.35538500547,0.36983799934,1.0910500288,198280,0,0,0,0,0,0,0
31,-0.6362259984,-0.69303202629,0.00294700009,0.63068002462,0.65983599424,1.24390101433,198168,0,0,0,0,0,0,0
32,-0.43031901121,-0.46780601144,-0.00125600002,0.42883300781,0.52425700426,0.99206399918,199563,0,0,0,0,0,0,0
33,-0.30873700976,-0.36066100001,-0.00120900001,0.30960100889,0.35333400965,0.96767199039,197463,0,0,0,0,0,0,0
36,-1.27824294567,-1.14333498478,-0.02149000019,1.29420804977,1.11952996254,1.75955700874,198085,0,0,0,0,0,0,0
39,-1.03073430061,-0.56401497126,-0.01453995705,0.17892932892,0.56401485205,1.32781887054,198115,0,0,0,0,0,0,0
41,-0.39460098743,-0.59063702822,0.00502400007,0.39359998703,0.58913499117,0.62355697155,196982,0,0,0,0,0,0,0
42,-0.04906500131,-0.02679800056,-0.12109299749,0.04708499834,0.05647100136,-0.06179099903,199932,0,0,0,0,0,0,0
43,-0.53422498703,-0.23499000072,0,0.26126500964,0.61683100462,0.72077798843,198056,0,0,0,0,0,0,0
45,1,1,1,-1,-1,-1,199929,0,0,0,0,0,0,0
